LONGITUDE,LATITUDE,ALT_GEOM,ALT_NORMAL,SIGMALT_RN,NUM_GEOPOTENCIAL,DATUM_ALT,FONT_ALT,GRAV_OBS
-46.43277778,-20.72388889,,"719,8993","0,068","7.044,707",Imbituba,Nivelamento Geométrico,"978.431,59"
-46.41388889,-20.72555556,,"716,7820","0,068","7.014,207",Imbituba,Nivelamento Geométrico,"978.431,17"
-46.39805556,-20.72194444,,"693,1253","0,068","6.782,733",Imbituba,Nivelamento Geométrico,"978.434,46"
-46.38111111,-20.72138889,,"724,8492","0,068","7.093,139",Imbituba,Nivelamento Geométrico,"978.427,92"
-46.36944444,-20.73861111,,"755,7681","0,068","7.395,673",Imbituba,Nivelamento Geométrico,"978.423,80"
-46.97333333,-21.42666667,,,,,Imbituba,Barometria,"978.530,14"
-46.94027778,-21.36444444,,"710,1833","0,066","6.949,915",Imbituba,Nivelamento Geométrico,"978.506,21"
-46.93953889,-21.36484444,"704,640",,,,,,"978.506,38"
-46.90956389,-21.40406389,"761,890",,,,,,"978.496,31"
-46.89956389,-21.43833889,"708,090",,,,,,"978.507,07"
-46.87851944,-21.48939722,"951,140",,,,,,"978.460,29"
-46.82400556,-21.44433333,"848,410",,,,,,"978.480,12"
-46.82944444,-21.55472222,,"767,2502","0,066","7.508,399",Imbituba,Nivelamento Geométrico,"978.501,07"
-46.8149,-21.52163056,"770,490",,,,,,"978.497,19"
-46.8375,-21.57611111,,"714,8141","0,066","6.995,321",Imbituba,Nivelamento Geométrico,"978.512,73"
-46.82034444,-21.53776944,,"799,4849","0,066","7.823,804",Imbituba,Nivelamento Geométrico,"978.493,53"
-46.80686944,-21.51620833,,"750,5443","0,066","7.344,915",Imbituba,Nivelamento Geométrico,"978.501,24"
-46.79605556,-21.50253056,,"727,9009","0,066","7.123,343",Imbituba,Nivelamento Geométrico,"978.505,79"
-46.78170278,-21.48704722,,"760,5194","0,066","7.442,507",Imbituba,Nivelamento Geométrico,"978.498,37"
-46.77333056,-21.47763333,,"752,6107","0,066","7.365,117",Imbituba,Nivelamento Geométrico,"978.498,92"
-46.7375,-21.40555556,,"820,3874","0,066","8.028,264",Imbituba,Nivelamento Geométrico,"978.483,36"
-46.74442222,-21.42539444,,"807,1456","0,066","7.898,706",Imbituba,Nivelamento Geométrico,"978.486,56"
-46.72315833,-21.38521111,"830,940",,,,,,"978.479,75"
-46.74916667,-21.44861111,,"795,0244","0,066","7.780,115",Imbituba,Nivelamento Geométrico,"978.489,43"
-46.76111111,-21.47888889,,"739,1658","0,066","7.233,560",Imbituba,Nivelamento Geométrico,"978.501,77"
-46.72418333,-21.39390556,,"845,7093","0,066","8.276,023",Imbituba,Nivelamento Geométrico,"978.478,33"
-46.75287222,-21.46536944,,"750,4451","0,066","7.343,920",Imbituba,Nivelamento Geométrico,"978.498,90"
-46.74871389,-21.46845,,"783,2908","0,066","7.665,313",Imbituba,Nivelamento Geométrico,"978.491,65"
-46.74126389,-21.52517778,"746,880",,,,,,"978.500,77"
-46.67817778,-21.50783611,"920,860",,,,,,"978.464,23"
-46.53805556,-21.35277778,"1.017,360",,,,,,"978.444,88"
-46.67571389,-21.35025278,"893,090",,,,,,"978.464,50"
-46.45388889,-21.34805556,,"1.068,5277","0,066","10.456,103",Imbituba,Nivelamento Geométrico,"978.436,61"
-46.43444444,-21.34083333,"1.048,990",,,,,,"978.440,72"
-46.43176667,-21.33858611,,"1.030,9629","0,066","10.088,566",Imbituba,Nivelamento Geométrico,"978.444,63"
-46.554,-21.33796389,,"1.000,8254","0,066","9.793,699",Imbituba,Nivelamento Geométrico,"978.446,13"
-46.41416667,-21.33305556,,"882,2415","0,066","8.633,441",Imbituba,Nivelamento Geométrico,"978.473,02"
-46.57333333,-21.3325,,"906,9780","0,066","8.875,472",Imbituba,Nivelamento Geométrico,"978.462,93"
-46.58531944,-21.32363056,,"919,8529","0,066","9.001,439",Imbituba,Nivelamento Geométrico,"978.458,95"
-46.60227778,-21.31358889,,"972,7189","0,066","9.518,687",Imbituba,Nivelamento Geométrico,"978.447,82"
-46.46966389,-21.311325,"926,690",,,,,,"978.465,19"
-46.64438056,-21.30793056,,"1.025,9257","0,066","10.039,262",Imbituba,Nivelamento Geométrico,"978.435,90"
-46.66206111,-21.30678056,,"1.011,2998","0,066","9.896,162",Imbituba,Nivelamento Geométrico,"978.438,06"
-46.62222222,-21.30555556,,"1.079,1430","0,066","10.559,934",Imbituba,Nivelamento Geométrico,"978.424,86"
-46.67333333,-21.29861111,"958,090",,,,,,"978.447,06"
-46.67979722,-21.296025,,"921,0599","0,066","9.013,233",Imbituba,Nivelamento Geométrico,"978.455,40"
-46.51777778,-21.29583333,"892,040",,,,,,"978.466,97"
-46.56363056,-21.29303056,"878,330",,,,,,"978.465,75"
-46.69618056,-21.28920556,,"840,2764","0,066","8.222,810",Imbituba,Nivelamento Geométrico,"978.470,93"
-46.61374722,-21.27630556,"1.072,390",,,,,,"978.424,50"
-46.47836944,-21.26668056,"891,770",,,,,,"978.469,00"
-46.5775,-21.25305556,,,,,Imbituba,Barometria,"978.460,50"
-46.49472222,-21.23833333,"804,260",,,,,,"978.481,94"
-46.65971944,-21.234575,"994,230",,,,,,"978.433,06"
-46.54461944,-21.21854722,"930,590",,,,,,"978.450,75"
-46.61793056,-21.20109722,"988,240",,,,,,"978.421,88"
-46.68304167,-21.19568333,"1.158,880",,,,,,"978.386,50"
-46.46944444,-21.18722222,"974,170",,,,,,"978.427,08"
-46.50421944,-21.16188056,"1.093,930",,,,,,"978.396,38"
-46.551075,-21.15197222,"1.193,210",,,,,,"978.373,50"
-46.66219722,-21.14665556,"1.051,910",,,,,,"978.409,31"
-46.73180278,-21.13674444,"1.086,330",,,,,,"978.402,19"
-46.59394167,-21.11070556,"1.109,800",,,,,,"978.385,06"
-46.514525,-21.10845,"1.116,350",,,,,,"978.383,88"
-46.6793,-21.09633333,"1.023,850",,,,,,"978.402,25"
-46.76545278,-21.07006111,"1.000,870",,,,,,"978.407,19"
-46.63654167,-21.06058889,"964,190",,,,,,"978.411,06"
-46.79715556,-21.34955556,"749,100",,,,,,"978.497,06"
-46.70497778,-21.34269722,,"831,0193","0,066","8.132,261",Imbituba,Nivelamento Geométrico,"978.477,04"
-46.88468333,-21.34141667,"714,110",,,,,,"978.503,88"
-46.74427778,-21.32784722,"807,010",,,,,,"978.482,94"
-46.703475,-21.32253056,,"889,1994","0,066","8.701,514",Imbituba,Nivelamento Geométrico,"978.463,86"
-46.71275,-21.31008056,,"899,7574","0,066","8.804,811",Imbituba,Nivelamento Geométrico,"978.461,49"
-46.85083333,-21.30611111,"800,890",,,,,,"978.484,84"
-46.72416667,-21.305,,"882,7775","0,066","8.638,670",Imbituba,Nivelamento Geométrico,"978.464,93"
-46.71583333,-21.30277778,,"869,3413","0,066","8.507,203",Imbituba,Nivelamento Geométrico,"978.466,69"
-46.70833333,-21.30055556,,"828,1677","0,066","8.104,338",Imbituba,Nivelamento Geométrico,"978.475,20"
-46.80255556,-21.29994444,,"783,3729","0,066","7.666,036",Imbituba,Nivelamento Geométrico,"978.486,61"
-46.755,-21.29777778,"841,420",,,,,,"978.474,43"
-46.94789444,-21.29116667,"678,410",,,,,,"978.507,31"
-46.87722222,-21.27722222,,,,,Imbituba,Barometria,"978.481,73"
-46.77391944,-21.26312778,"772,450",,,,,,"978.483,31"
-46.71677222,-21.26295,"917,300",,,,,,"978.454,44"
-46.81705556,-21.23886667,"814,680",,,,,,"978.471,69"
-46.91888889,-21.23194444,"865,770",,,,,,"978.464,33"
-46.74615278,-21.20441667,"893,640",,,,,,"978.445,69"
-46.85891389,-21.20390833,"983,150",,,,,,"978.433,00"
-46.91016667,-21.17774722,"990,750",,,,,,"978.428,94"
-46.80742778,-21.17412222,"1.064,640",,,,,,"978.402,31"
-46.81656389,-21.12713611,"1.102,340",,,,,,"978.395,06"
-46.87500556,-21.10760556,"924,410",,,,,,"978.427,50"
-46.83724444,-21.07784167,"1.016,610",,,,,,"978.405,56"
-46.78055556,-20.74666667,,"782,8756","0,066","7.660,908",Imbituba,Nivelamento Geométrico,"978.408,38"
-46.76276273,-20.74897341,"739,682","746,2726","0,066","7.302,769",Imbituba,Nivelamento Geométrico,"978.415,75"
-46.38833333,-20.86388889,,"880,1353","0,068","8.612,582",Imbituba,Nivelamento Geométrico,"978.408,41"
-46.38388889,-20.85638889,,"932,3114","0,068","9.123,073",Imbituba,Nivelamento Geométrico,"978.398,72"
-46.37277778,-20.84361111,,"875,7655","0,068","8.569,817",Imbituba,Nivelamento Geométrico,"978.411,19"
-46.36583333,-20.82722222,,"906,0410","0,068","8.866,027",Imbituba,Nivelamento Geométrico,"978.402,94"
-46.36666667,-20.80833333,,"815,8216","0,068","7.983,293",Imbituba,Nivelamento Geométrico,"978.419,17"
-46.37222222,-20.79111111,,"796,8285","0,068","7.797,449",Imbituba,Nivelamento Geométrico,"978.422,45"
-46.37916667,-20.76666667,,"777,8871","0,068","7.612,108",Imbituba,Nivelamento Geométrico,"978.423,27"
-46.37722222,-20.7525,,"772,0302","0,068","7.554,795",Imbituba,Nivelamento Geométrico,"978.422,44"
-46.9941,-21.32275556,"661,450",,,,,,"978.514,63"
-47.0125,-21.30583333,,,,,Imbituba,Barometria,"978.502,61"
-46.98979167,-21.24595556,"728,620",,,,,,"978.495,13"
-47.14001111,-21.21779722,"992,710",,,,,,"978.431,64"
-47.06163056,-21.20024444,"1.084,010",,,,,,"978.412,50"
-46.965,-21.19666667,"889,550",,,,,,"978.456,24"
-46.98,-21.19027778,,"890,6024","0,067","8.715,169",Imbituba,Nivelamento Geométrico,"978.456,35"
-46.98555556,-21.15861111,"882,900",,,,,,"978.450,01"
-47.09806667,-21.14316944,"970,790",,,,,,"978.425,13"
-46.93888889,-21.12089167,"965,630",,,,,,"978.420,88"
-46.98333333,-21.10444444,"1.080,440",,,,,,"978.394,63"
-47.03755833,-21.08038333,"993,320",,,,,,"978.414,75"
-46.90613889,-21.07762778,"1.141,720",,,,,,"978.378,50"
-47.07971111,-21.06387222,"969,540",,,,,,"978.418,19"
-47.58686667,-21.06923056,"697,560",,,,,,"978.477,86"
-47.57423056,-21.14258611,"645,610",,,,,,"978.486,70"
-47.50863333,-21.001825,"791,130",,,,,,"978.460,09"
-47.47790556,-20.98312222,"915,170",,,,,,"978.434,61"
-47.50672778,-21.06361667,"587,180",,,,,,"978.502,65"
-47.44470556,-21.00325278,"935,500",,,,,,"978.431,07"
-47.50164167,-21.13886111,"667,140",,,,,,"978.481,24"
-47.52160556,-21.21537222,"520,100",,,,,,"978.523,81"
-47.40595,-20.98321667,"971,720",,,,,,"978.425,04"
-47.43234722,-21.05825278,"726,490",,,,,,"978.472,91"
-47.43875556,-21.16665556,"606,090",,,,,,"978.504,56"
-47.45874722,-21.22978889,"562,860",,,,,,"978.516,35"
-47.34320556,-20.96239167,"777,210",,,,,,"978.465,95"
-47.35066389,-21.06915556,"721,980",,,,,,"978.474,48"
-47.37309444,-21.13471389,"701,960",,,,,,"978.479,00"
-47.38493889,-21.21032778,"674,330",,,,,,"978.497,21"
-47.28152222,-21.00536389,"822,690",,,,,,"978.455,08"
-47.27340833,-20.99630833,"819,560",,,,,,"978.455,86"
-47.30139444,-21.14716667,"761,040",,,,,,"978.469,33"
-47.273875,-21.08326389,"767,040",,,,,,"978.462,40"
-47.20339167,-21.00888056,"793,180",,,,,,"978.463,01"
-47.28590833,-21.22001944,"840,500",,,,,,"978.464,76"
-47.20735556,-21.05114444,"754,560",,,,,,"978.467,62"
-47.20741111,-21.15360556,"854,130",,,,,,"978.440,79"
-47.15152222,-21.02471111,"775,110",,,,,,"978.463,84"
-47.21709722,-21.21709444,"950,390",,,,,,"978.438,63"
-47.15111111,-21.08722222,,,,,Imbituba,Barometria,"978.455,91"
-47.13985,-21.14399722,"920,740",,,,,,"978.431,95"
-47.65289444,-20.72443611,"647,850",,,,,,"978.471,47"
-47.58508333,-20.72401389,"670,730",,,,,,"978.462,16"
-47.34269444,-20.73210833,"723,710",,,,,,"978.441,07"
-46.82416667,-20.72305556,,"737,1742","0,066","7.213,734",Imbituba,Nivelamento Geométrico,"978.423,27"
-46.79694444,-20.74305556,,"816,8673","0,066","7.993,493",Imbituba,Nivelamento Geométrico,"978.405,55"
-46.73613143,-20.73808118,"691,587","698,1840",,"6.832,238",Imbituba,Nivelamento Geométrico,"978.427,03"
-46.72527778,-20.73166667,,"742,4361",,"7.265,224",Imbituba,Nivelamento Geométrico,"978.419,19"
-46.70888889,-20.7375,,"798,8999","0,066","7.817,692",Imbituba,Nivelamento Geométrico,"978.409,40"
-46.69194444,-20.73638889,,"812,2051","0,066","7.947,873",Imbituba,Nivelamento Geométrico,"978.407,72"
-46.67083333,-20.73722222,,"787,3883","0,067","7.705,058",Imbituba,Nivelamento Geométrico,"978.414,23"
-46.65458089,-20.73739217,"814,981","821,5063","0,067","8.038,879",Imbituba,Nivelamento Geométrico,"978.409,05"
-46.63805556,-20.73888889,,"802,2736","0,067","7.850,702",Imbituba,Nivelamento Geométrico,"978.412,83"
-46.62416667,-20.73,,"788,4513","0,067","7.715,455",Imbituba,Nivelamento Geométrico,"978.414,88"
-46.61722222,-20.72333333,,"751,7907","0,067","7.356,749",Imbituba,Nivelamento Geométrico,"978.422,53"
-46.61138889,-20.71972222,,"739,7748","0,067","7.239,178",Imbituba,Nivelamento Geométrico,"978.424,09"
-46.60416667,-20.73416667,,"801,3626","0,067","7.841,785",Imbituba,Nivelamento Geométrico,"978.413,93"
-47.71370278,-20.75998611,"816,530",,,,,,"978.446,31"
-47.66302222,-20.86567778,"859,770",,,,,,"978.438,51"
-47.64833333,-20.90619167,"879,050",,,,,,"978.432,79"
-47.66471667,-20.85664722,"831,930",,,,,,"978.444,67"
-47.63788056,-20.78347222,"790,940",,,,,,"978.447,97"
-47.58472222,-20.88916667,,"852,9484","0,065","8.346,593",Imbituba,Nivelamento Geométrico,"978.434,39"
-47.59886667,-20.83058611,"853,330",,,,,,"978.431,76"
-47.544625,-20.94285556,"878,180",,,,,,"978.437,04"
-47.548275,-20.778225,"770,800",,,,,,"978.441,25"
-47.49970278,-20.89980556,"888,800",,,,,,"978.431,82"
-47.44433611,-20.85605833,"837,330",,,,,,"978.437,29"
-47.41816667,-20.91885278,"807,900",,,,,,"978.453,02"
-47.46179722,-20.74703889,"726,450",,,,,,"978.441,95"
-47.37111389,-20.84540833,"764,350",,,,,,"978.452,75"
-47.38483611,-20.765325,"832,050",,,,,,"978.421,56"
-47.33189167,-20.91209167,"772,330",,,,,,"978.463,24"
-47.27595,-20.94063056,"713,050",,,,,,"978.480,71"
-47.32894167,-20.78976111,"898,020",,,,,,"978.418,88"
-47.30358889,-20.84751389,"770,160",,,,,,"978.456,00"
-47.25047778,-20.88426111,"767,770",,,,,,"978.467,32"
-47.28710833,-20.76737778,"758,740",,,,,,"978.446,31"
-47.20801111,-20.95276389,"828,240",,,,,,"978.457,54"
-47.23383333,-20.835125,"757,040",,,,,,"978.464,79"
-47.22411667,-20.77531667,"813,800",,,,,,"978.438,80"
-47.75583333,-21.26861111,,"733,5081","0,063","7.178,105",Imbituba,Nivelamento Geométrico,"978.484,09"
-47.75638889,-21.24861111,,"625,7215","0,063","6.123,403",Imbituba,Nivelamento Geométrico,"978.503,11"
-47.75916667,-21.22888889,,"602,2635","0,063","5.893,854",Imbituba,Nivelamento Geométrico,"978.504,13"
-47.5975,-21.21333333,,"574,0124",,"5.617,403",Imbituba,Nivelamento Geométrico,"978.509,03"
-47.59888889,-21.21138889,,"566,8877",,"5.547,685",Imbituba,Nivelamento Geométrico,"978.510,45"
-47.59527778,-21.21083333,,"559,4797",,"5.475,195",Imbituba,Nivelamento Geométrico,"978.512,97"
-47.68361111,-21.20722222,,"580,1898",,"5.677,848",Imbituba,Nivelamento Geométrico,"978.507,09"
-47.64388889,-21.20472222,,"578,3060",,"5.659,414",Imbituba,Nivelamento Geométrico,"978.506,44"
-47.61194444,-21.2,,"557,2750",,"5.453,617",Imbituba,Nivelamento Geométrico,"978.511,28"
-47.74388889,-21.06472222,,,,,Imbituba,Barometria,"978.501,23"
-47.70891944,-20.98020833,"717,390",,,,,,"978.475,12"
-47.79678056,-20.97261111,"535,890",,,,,,"978.512,60"
-47.7255,-20.91491389,"739,700",,,,,,"978.469,61"
-47.78864444,-20.91379444,"723,020",,,,,,"978.475,84"
-47.73770556,-20.87995833,"740,410",,,,,,"978.468,94"
-47.822825,-20.87480556,"713,690",,,,,,"978.476,32"
-47.77686667,-20.82590556,"672,700",,,,,,"978.481,10"
-47.76458056,-20.79100833,"788,870",,,,,,"978.457,09"
-47.81805556,-21.26583333,,,,,,,"978.514,41"
-47.81833333,-21.2575,,,,,,,"978.512,74"
-47.81888889,-21.2375,,,,,,,"978.512,90"
-47.81472222,-21.215,,"586,5780","0,062","5.740,362",Imbituba,Nivelamento Geométrico,"978.506,46"
-47.80777778,-21.1975,,"608,5531","0,062","5.955,387",Imbituba,Nivelamento Geométrico,"978.500,58"
-47.84361111,-21.17277778,,"537,9266","0,062","5.264,277",Imbituba,Nivelamento Geométrico,"978.514,09"
-47.86027778,-21.17277778,,,,,,,"978.508,62"
-47.90333333,-21.16722222,,"690,3425","0,063","6.755,690",Imbituba,Nivelamento Geométrico,"978.486,93"
-47.87583333,-21.16555556,,"602,1071","0,063","5.892,300",Imbituba,Nivelamento Geométrico,"978.502,82"
-47.92416667,-21.16527778,,"677,1345","0,063","6.626,449",Imbituba,Nivelamento Geométrico,"978.491,64"
-47.85416667,-21.16472222,,"591,4525","0,063","5.788,042",Imbituba,Nivelamento Geométrico,"978.503,88"
-47.95111111,-21.16222222,,"582,6769","0,063","5.702,170",Imbituba,Nivelamento Geométrico,"978.513,92"
-47.867425,-20.96700556,"544,090",,,,,,"978.511,21"
-47.88844444,-20.91394444,"564,610",,,,,,"978.505,57"
-48.14777778,-21.18722222,,"535,7372","0,064","5.242,857",Imbituba,Nivelamento Geométrico,"978.516,68"
-48.11583333,-21.17277778,,"505,5406","0,064","4.947,365",Imbituba,Nivelamento Geométrico,"978.522,10"
-48.02916667,-21.16888889,,"540,1147","0,063","5.285,687",Imbituba,Nivelamento Geométrico,"978.524,89"
-48.01444444,-21.16638889,,"550,1292","0,063","5.383,681",Imbituba,Nivelamento Geométrico,"978.523,54"
-47.99305556,-21.16361111,,"584,6930","0,063","5.721,898",Imbituba,Nivelamento Geométrico,"978.518,83"
-47.97555556,-21.14694444,,"544,1958","0,063","5.325,615",Imbituba,Nivelamento Geométrico,"978.522,89"
-48.00194444,-21.145,,"552,3873","0,063","5.405,771",Imbituba,Nivelamento Geométrico,"978.522,01"
-47.99027778,-21.13638889,,"545,0005","0,063","5.333,485",Imbituba,Nivelamento Geométrico,"978.521,83"
-48.01861111,-21.13277778,,"536,0542","0,063","5.245,942",Imbituba,Nivelamento Geométrico,"978.526,33"
-48.03638889,-21.12027778,,"529,6314","0,063","5.183,089",Imbituba,Nivelamento Geométrico,"978.524,12"
-48.04166667,-21.11611111,,"528,0039","0,063","5.167,161",Imbituba,Nivelamento Geométrico,"978.523,66"
-48.03638889,-21.075,,,,,,,"978.519,52"
-48.03722222,-21.02944444,,"529,3862","0,064","5.180,659",Imbituba,Nivelamento Geométrico,"978.507,93"
-48.0675,-21.02111111,,"518,2532","0,064","5.071,716",Imbituba,Nivelamento Geométrico,"978.506,03"
-47.93364167,-20.95121389,"538,210",,,,,,"978.508,97"
-47.98561111,-20.89325278,"545,390",,,,,,"978.504,51"
-47.89603889,-20.85463611,"567,760",,,,,,"978.503,93"
-47.94293056,-20.84311944,"616,310",,,,,,"978.492,79"
-47.97478611,-20.79736111,"590,970",,,,,,"978.496,98"
-47.89089167,-20.79203333,"631,250",,,,,,"978.490,13"
-47.9564,-20.74814722,"615,840",,,,,,"978.491,39"
-48.31555556,-21.26322222,,"568,4090","0,063","5.562,589",Imbituba,Nivelamento Geométrico,"978.517,31"
-48.32177778,-21.25911111,,"613,2843","0,064","6.001,706",Imbituba,Nivelamento Geométrico,"978.506,19"
-48.31638889,-21.25666667,,,,,Imbituba,Barometria,"978.511,49"
-48.31916667,-21.25638889,,,,,,,"978.510,06"
-48.31052778,-21.25597222,,"566,1210","0,063","5.540,198",Imbituba,Nivelamento Geométrico,"978.515,61"
-48.31246389,-21.2558,,"566,7029","0,063","5.545,890",Imbituba,Nivelamento Geométrico,"978.516,63"
-48.31166667,-21.25416667,,,,,,,"978.513,78"
-48.26805556,-21.2525,,"604,5831","0,063","5.916,560",Imbituba,Nivelamento Geométrico,"978.507,23"
-48.30313889,-21.25069444,,"585,9483","0,064","5.734,213",Imbituba,Nivelamento Geométrico,"978.511,93"
-48.24944444,-21.24305556,,"523,1083","0,064","5.119,296",Imbituba,Nivelamento Geométrico,"978.522,97"
-48.28805556,-21.24277778,,,,,,,"978.516,34"
-48.28629167,-21.2352,"605,930",,,,,,"978.504,77"
-48.19027778,-21.20694444,,"509,8963","0,064","4.989,998",Imbituba,Nivelamento Geométrico,"978.525,44"
-48.17805556,-21.20472222,,"501,8344","0,064","4.911,107",Imbituba,Nivelamento Geométrico,"978.526,32"
-48.16027778,-21.20027778,,"518,8345","0,064","5.077,461",Imbituba,Nivelamento Geométrico,"978.522,21"
-48.16388889,-21.19444444,,"511,0531","0,064","5.001,314",Imbituba,Nivelamento Geométrico,"978.522,30"
-48.2175,-21.01083333,,,,,,,"978.501,61"
-48.19083333,-21.00388889,,"500,2943","0,065","4.895,976",Imbituba,Nivelamento Geométrico,"978.506,48"
-48.33675,-21.27675,,"578,2267","0,063","5.658,663",Imbituba,Nivelamento Geométrico,"978.516,70"
-48.33902778,-21.27333333,,"591,5570","0,064","5.789,103",Imbituba,Nivelamento Geométrico,"978.513,95"
-48.34572222,-21.25930556,,"609,0009","0,063","5.959,792",Imbituba,Nivelamento Geométrico,"978.508,47"
-48.36402778,-21.25747222,,"628,8918","0,063","6.154,428",Imbituba,Nivelamento Geométrico,"978.505,08"
-48.34775,-21.25272222,,"636,0595","0,064","6.224,563",Imbituba,Nivelamento Geométrico,"978.502,29"
-48.35352778,-21.23938889,,"658,3567","0,064","6.442,738",Imbituba,Nivelamento Geométrico,"978.497,62"
-48.35786111,-21.22530556,,"645,1995","0,065","6.313,988",Imbituba,Nivelamento Geométrico,"978.500,92"
-48.365,-21.20358333,,"623,0235","0,065","6.096,985",Imbituba,Nivelamento Geométrico,"978.505,43"
-48.37291667,-21.17877778,,"603,8499","0,065","5.909,358",Imbituba,Nivelamento Geométrico,"978.508,71"
-48.37691667,-21.16641667,,"557,4281","0,065","5.455,104",Imbituba,Nivelamento Geométrico,"978.518,21"
-48.38191667,-21.15088889,,"604,1810","0,065","5.912,588",Imbituba,Nivelamento Geométrico,"978.507,50"
-48.38863889,-21.12977778,,"609,3645","0,065","5.963,302",Imbituba,Nivelamento Geométrico,"978.507,99"
-48.27777778,-21.12694444,,,,,Imbituba,Barometria,"978.513,73"
-48.39369444,-21.11572222,,"594,8998","0,065","5.821,757",Imbituba,Nivelamento Geométrico,"978.511,23"
-48.39766667,-21.10183333,,"617,5353","0,065","6.043,244",Imbituba,Nivelamento Geométrico,"978.504,83"
-48.40339542,-21.08581241,"596,282","603,5128","0,065","5.906,026",Imbituba,Nivelamento Geométrico,"978.507,77"
-48.61518333,-21.07353056,,,,,,,"978.508,79"
-48.43546111,-21.07186667,,,,,,,"978.493,04"
-48.40338889,-21.07163889,,"640,5433","0,065","6.268,367",Imbituba,Nivelamento Geométrico,"978.499,49"
-48.40972222,-21.0675,,,,,Imbituba,Barometria,"978.498,56"
-48.41236111,-21.05313889,,"642,0007","0,066","6.282,620",Imbituba,Nivelamento Geométrico,"978.499,61"
-48.64305556,-21.04527778,,"522,3874","0,063","5.112,178",Imbituba,Nivelamento Geométrico,"978.519,19"
-48.63166667,-21.04166667,,"501,9051","0,063","4.911,750",Imbituba,Nivelamento Geométrico,"978.523,05"
-48.61222222,-21.035,,"528,3611","0,064","5.170,630",Imbituba,Nivelamento Geométrico,"978.517,44"
-48.59777778,-21.03,,"552,8766","0,064","5.410,520",Imbituba,Nivelamento Geométrico,"978.511,88"
-48.58972222,-21.02722222,,"548,2082","0,064","5.364,838",Imbituba,Nivelamento Geométrico,"978.513,08"
-48.56805556,-21.02,,"529,9090","0,064","5.185,772",Imbituba,Nivelamento Geométrico,"978.517,31"
-48.55194444,-21.01472222,,"588,0901","0,064","5.755,087",Imbituba,Nivelamento Geométrico,"978.505,75"
-48.22,-21.01027778,,,,,,,"978.502,46"
-48.22138889,-21.01027778,,"512,7713","0,065","5.018,070",Imbituba,Nivelamento Geométrico,"978.503,41"
-48.21277778,-20.99833333,,"516,4295","0,065","5.053,863",Imbituba,Nivelamento Geométrico,"978.502,14"
-48.52555556,-20.995,,,,,,,"978.499,44"
-48.29916667,-20.97388889,,"565,9354","0,064","5.538,284",Imbituba,Nivelamento Geométrico,"978.504,64"
-48.48833333,-20.95944444,,,,,,,"978.516,51"
-48.47111111,-20.94138889,,,,,,,"978.520,72"
-48.58527778,-21.22638889,,"588,7303","0,063","5.761,427",Imbituba,Nivelamento Geométrico,"978.517,33"
-48.60111111,-21.21333333,,"600,6168","0,063","5.877,734",Imbituba,Nivelamento Geométrico,"978.515,35"
-48.63083333,-21.17861111,,"596,2031","0,063","5.834,533",Imbituba,Nivelamento Geométrico,"978.517,78"
-48.63083333,-21.17333333,,"605,1484","0,063","5.922,062",Imbituba,Nivelamento Geométrico,"978.515,55"
-48.63166667,-21.16805556,,"613,7144","0,063","6.005,880",Imbituba,Nivelamento Geométrico,"978.513,45"
-48.64083333,-21.16055556,,,,,,,"978.515,07"
-48.67166667,-21.10277778,,"579,6396","0,063","5.672,428",Imbituba,Nivelamento Geométrico,"978.513,83"
-48.66194444,-21.09305556,,"554,1592","0,063","5.423,092",Imbituba,Nivelamento Geométrico,"978.517,83"
-48.6575,-21.09194444,,,,,,,"978.521,49"
-48.68611111,-21.07666667,,"588,0808","0,063","5.755,018",Imbituba,Nivelamento Geométrico,"978.508,01"
-48.67916667,-21.0575,,"567,2416","0,063","5.551,095",Imbituba,Nivelamento Geométrico,"978.510,77"
-48.66222222,-21.05166667,,"497,7496","0,063","4.871,089",Imbituba,Nivelamento Geométrico,"978.526,05"
-48.80305556,-21.23472222,,"612,9032",,"5.997,967",Imbituba,Nivelamento Geométrico,"978.506,58"
-48.78305556,-21.19555556,,"603,5482",,"5.906,413",Imbituba,Nivelamento Geométrico,"978.509,71"
-48.78555556,-21.19083333,,"589,2426",,"5.766,427",Imbituba,Nivelamento Geométrico,"978.512,99"
-48.78694444,-21.18777778,,"588,2446",,"5.756,660",Imbituba,Nivelamento Geométrico,"978.512,74"
-48.90305556,-21.1875,,"504,7152",,"4.939,293",Imbituba,Nivelamento Geométrico,"978.530,26"
-48.9075,-21.18388889,,,,,,,"978.522,89"
-48.8875,-21.09472222,,"586,9663","0,063","5.744,118",Imbituba,Nivelamento Geométrico,"978.508,45"
-48.80638889,-21.08527778,,"525,4648","0,063","5.142,304",Imbituba,Nivelamento Geométrico,"978.520,41"
-48.82083333,-21.08444444,,"514,8870","0,063","5.038,796",Imbituba,Nivelamento Geométrico,"978.523,48"
-48.79888889,-21.08027778,,"497,2967","0,063","4.866,666",Imbituba,Nivelamento Geométrico,"978.526,01"
-48.71888889,-21.06638889,,"586,5845","0,063","5.740,372",Imbituba,Nivelamento Geométrico,"978.507,71"
-48.94386353,-21.06499741,,"616,0552",,"6.028,747",Imbituba,Nivelamento Geométrico,"978.501,37"
-48.95083333,-21.06388889,,"593,2374",,"5.805,471",Imbituba,Nivelamento Geométrico,"978.506,39"
