LONGITUDE,LATITUDE,ALT_GEOM,ALT_NORMAL,SIGMALT_RN,NUM_GEOPOTENCIAL,DATUM_ALT,FONT_ALT,GRAV_OBS
-43.07777778,-6.96083333,,,,,,,"978.026,69"
-43.07666667,-6.94638889,,"151,1487","0,085","1.478,363",Imbituba,Nivelamento Geométrico,"978.026,75"
-43.07527778,-6.94527778,,,,,,,"978.026,77"
-43.07388889,-6.925,,"145,4340","0,085","1.422,469",Imbituba,Nivelamento Geométrico,"978.028,20"
-41.63464444,-6.98285833,"493,390",,,,,,"977.955,81"
-41.60368889,-7.00560833,"539,610",,,,,,"977.939,66"
-41.57871111,-7.01889722,"531,180",,,,,,"977.943,37"
-41.55621389,-7.03201389,"423,600",,,,,,"977.965,74"
-41.53709167,-7.04855,"320,000",,,,,,"977.988,10"
-41.52059444,-7.06095278,"311,100",,,,,,"977.990,71"
-41.50396111,-7.07912778,"222,020",,,,,,"978.012,66"
-41.48944444,-7.07777778,,"206,9888","0,086","2.024,514",Imbituba,Nivelamento Geométrico,"978.017,87"
-41.47611111,-7.085,,"200,7124","0,086","1.963,129",Imbituba,Nivelamento Geométrico,"978.020,91"
-41.36631181,-6.99431355,"206,031","221,1270","0,086","2.162,788",Imbituba,Nivelamento Geométrico,"978.014,63"
-41.76,-7.0875,,"313,1414","0,086","3.062,720",Imbituba,Nivelamento Geométrico,"977.990,86"
-41.76198031,-7.11384253,"255,034","271,7959","0,087","2.658,354",Imbituba,Nivelamento Geométrico,"978.002,52"
-41.75583333,-7.05972222,,"301,9516","0,086","2.953,280",Imbituba,Nivelamento Geométrico,"977.994,04"
-41.76361111,-7.14166667,,"284,6826","0,087","2.784,391",Imbituba,Nivelamento Geométrico,"978.002,29"
-41.76694444,-7.18472222,,"185,7490","0,087","1.816,783",Imbituba,Nivelamento Geométrico,"978.026,34"
-41.76361111,-7.16416667,,"205,8905","0,087","2.013,777",Imbituba,Nivelamento Geométrico,"978.021,16"
-41.74805556,-7.03638889,,"338,0674","0,086","3.306,495",Imbituba,Nivelamento Geométrico,"977.986,98"
-41.76361111,-7.18111111,,"191,2632","0,087","1.870,715",Imbituba,Nivelamento Geométrico,"978.025,74"
-41.73055556,-7.01694444,,"307,3318","0,086","3.005,897",Imbituba,Nivelamento Geométrico,"977.994,57"
-41.71861111,-6.99416667,,"339,3453","0,085","3.318,990",Imbituba,Nivelamento Geométrico,"977.988,08"
-41.71388889,-6.97583333,,"346,9519","0,085","3.393,382",Imbituba,Nivelamento Geométrico,"977.989,90"
-41.681425,-6.97335,"364,750",,,,,,"977.983,45"
-41.65876667,-6.96990278,"381,500",,,,,,"977.980,76"
-42.60638889,-7.245,,"210,7297","0,089","2.061,111",Imbituba,Nivelamento Geométrico,"978.003,00"
-42.58055556,-7.24,,"206,9352","0,088","2.023,998",Imbituba,Nivelamento Geométrico,"978.003,11"
-42.53277778,-7.23583333,,"153,8817","0,088","1.505,103",Imbituba,Nivelamento Geométrico,"978.021,16"
-42.55527778,-7.23388889,,"156,4516","0,088","1.530,239",Imbituba,Nivelamento Geométrico,"978.017,35"
-42.52194444,-7.21972222,,"165,2351","0,088","1.616,146",Imbituba,Nivelamento Geométrico,"978.017,85"
-42.52416667,-7.19416667,,"143,7855","0,088","1.406,354",Imbituba,Nivelamento Geométrico,"978.021,19"
-42.52722222,-7.17194444,,"154,3390","0,087","1.509,573",Imbituba,Nivelamento Geométrico,"978.018,54"
-42.54194444,-7.15194444,,"162,2772","0,087","1.587,213",Imbituba,Nivelamento Geométrico,"978.017,26"
-42.55694444,-7.13,,,,,,,"978.021,00"
-42.55833333,-7.09916667,,"159,2459","0,087","1.557,564",Imbituba,Nivelamento Geométrico,"978.018,22"
-42.54361111,-7.08111111,,"226,3798","0,087","2.214,167",Imbituba,Nivelamento Geométrico,"978.002,79"
-42.55361111,-7.05722222,,"215,3912","0,086","2.106,693",Imbituba,Nivelamento Geométrico,"978.003,79"
-42.56833333,-7.03583333,,"190,9304","0,086","1.867,454",Imbituba,Nivelamento Geométrico,"978.008,02"
-42.58638889,-7.02055556,,"174,4911","0,086","1.706,668",Imbituba,Nivelamento Geométrico,"978.012,23"
-42.23388889,-7.00222222,,"192,8550","0,086","1.886,276",Imbituba,Nivelamento Geométrico,"978.004,59"
-43.12694444,-7.30027778,,,,,,,"978.002,75"
-43.12694444,-7.3,,"260,4435","0,086","2.547,335",Imbituba,Nivelamento Geométrico,"978.002,81"
-43.12611111,-7.28777778,,"273,7504","0,086","2.677,480",Imbituba,Nivelamento Geométrico,"977.999,09"
-43.12444444,-7.2725,,"263,6615","0,086","2.578,807",Imbituba,Nivelamento Geométrico,"978.000,96"
-43.12527778,-7.2725,,,,,,,"978.001,01"
-43.1225,-7.26,,"246,3508","0,086","2.409,501",Imbituba,Nivelamento Geométrico,"978.003,51"
-43.12611111,-7.24555556,,,,,,,"978.004,30"
-43.12611111,-7.24555556,,"241,2955","0,086","2.360,057",Imbituba,Nivelamento Geométrico,"978.004,25"
-43.13,-7.23583333,,"246,6066","0,086","2.412,002",Imbituba,Nivelamento Geométrico,"978.003,03"
-43.13361111,-7.21944444,,"241,1604","0,086","2.358,734",Imbituba,Nivelamento Geométrico,"978.004,04"
-43.13416667,-7.21944444,,,,,,,"978.004,11"
-43.13733321,-7.20715166,"201,307","222,0728","0,086","2.172,049",Imbituba,Nivelamento Geométrico,"978.008,19"
-43.14111111,-7.19416667,,"201,9810","0,086","1.975,541",Imbituba,Nivelamento Geométrico,"978.012,43"
-43.14111111,-7.19361111,,,,,,,"978.012,41"
-43.14444444,-7.18055556,,"223,5317","0,086","2.186,316",Imbituba,Nivelamento Geométrico,"978.006,79"
-43.14861111,-7.16638889,,"230,1750","0,086","2.251,290",Imbituba,Nivelamento Geométrico,"978.004,60"
-43.14888889,-7.16638889,,,,,,,"978.004,68"
-43.15611111,-7.14055556,,"230,1832","0,086","2.251,369",Imbituba,Nivelamento Geométrico,"978.003,34"
-43.07805556,-7.32083333,,,,,,,"978.012,59"
-42.82694444,-6.895,,"256,7805","0,086","2.511,487",Imbituba,Nivelamento Geométrico,"977.990,54"
-42.84166667,-6.88222222,,"238,8797","0,086","2.336,411",Imbituba,Nivelamento Geométrico,"977.994,40"
-42.85694444,-6.87083333,,"271,2949","0,086","2.653,440",Imbituba,Nivelamento Geométrico,"977.989,28"
-42.8725,-6.85972222,,"244,9787","0,085","2.396,060",Imbituba,Nivelamento Geométrico,"977.997,74"
-42.885,-6.84972222,,"227,5734","0,085","2.225,830",Imbituba,Nivelamento Geométrico,"978.003,76"
-42.895,-6.84277778,,"219,7005","0,085","2.148,829",Imbituba,Nivelamento Geométrico,"978.006,78"
-42.89527778,-6.84194444,,,,,,,"978.006,75"
-42.90277778,-6.8375,,"180,1077","0,085","1.761,594",Imbituba,Nivelamento Geométrico,"978.016,06"
-42.91694444,-6.82722222,,"147,9910","0,085","1.447,475",Imbituba,Nivelamento Geométrico,"978.024,46"
-43.04055556,-6.81861111,,"145,9512","0,085","1.427,524",Imbituba,Nivelamento Geométrico,"978.032,41"
-42.9325,-6.81805556,,,,,,,"978.028,10"
-42.94388889,-6.81333333,,"125,9642","0,085","1.232,038",Imbituba,Nivelamento Geométrico,"978.030,93"
-42.93861111,-6.81055556,,"130,5194","0,085","1.276,591",Imbituba,Nivelamento Geométrico,"978.030,05"
-42.95833333,-6.80861111,,"123,4286","0,085","1.207,238",Imbituba,Nivelamento Geométrico,"978.032,96"
-42.92944444,-6.80277778,,"131,0785","0,085","1.282,059",Imbituba,Nivelamento Geométrico,"978.029,65"
-42.97027778,-6.80138889,,"159,3016","0,085","1.558,098",Imbituba,Nivelamento Geométrico,"978.028,00"
-42.04611111,-7.38,,"232,3570","0,087","2.272,642",Imbituba,Nivelamento Geométrico,"978.023,57"
-41.85333333,-7.36861111,,"242,7171","0,088","2.373,968",Imbituba,Nivelamento Geométrico,"978.021,43"
-41.82861111,-7.36333333,,"265,7863","0,088","2.599,593",Imbituba,Nivelamento Geométrico,"978.016,05"
-42.13083333,-7.36222222,,"264,2186","0,087","2.584,261",Imbituba,Nivelamento Geométrico,"978.014,45"
-41.81555556,-7.3225,,"211,5073","0,088","2.068,719",Imbituba,Nivelamento Geométrico,"978.025,31"
-42.17944444,-7.21305556,,"204,6095","0,087","2.001,250",Imbituba,Nivelamento Geométrico,"978.021,10"
-42.17444444,-7.18583333,,"266,6534","0,087","2.608,063",Imbituba,Nivelamento Geométrico,"978.004,87"
-42.17527778,-7.15972222,,"241,3981","0,087","2.361,056",Imbituba,Nivelamento Geométrico,"978.007,56"
-42.15972222,-7.10277778,,"261,8616","0,086","2.561,193",Imbituba,Nivelamento Geométrico,"977.997,71"
-42.13805556,-7.05277778,,"183,8791","0,086","1.798,489",Imbituba,Nivelamento Geométrico,"978.009,66"
-42.13277778,-7.02861111,,"168,3532","0,086","1.646,636",Imbituba,Nivelamento Geométrico,"978.010,95"
-42.17861111,-7.00666667,,"254,9303","0,086","2.493,397",Imbituba,Nivelamento Geométrico,"977.989,38"
-42.20583333,-7.00111111,,"202,9334","0,086","1.984,847",Imbituba,Nivelamento Geométrico,"978.001,66"
-42.11305556,-6.99944444,,"182,1685","0,086","1.781,756",Imbituba,Nivelamento Geométrico,"978.007,63"
-42.57416897,-7.59281674,"145,389","164,1377","0,090","1.605,427",Imbituba,Nivelamento Geométrico,"978.038,11"
-42.56944444,-7.56694444,,"157,2180","0,090","1.537,746",Imbituba,Nivelamento Geométrico,"978.038,33"
-42.56083333,-7.54472222,,"156,5817","0,090","1.531,522",Imbituba,Nivelamento Geométrico,"978.037,69"
-42.55833333,-7.51861111,,"170,6798","0,090","1.669,410",Imbituba,Nivelamento Geométrico,"978.035,00"
-42.61888889,-7.49944444,,"232,5175","0,090","2.274,218",Imbituba,Nivelamento Geométrico,"978.019,07"
-42.59833333,-7.49805556,,"190,1407","0,090","1.859,750",Imbituba,Nivelamento Geométrico,"978.029,40"
-42.58944444,-7.495,,"219,0898","0,090","2.142,888",Imbituba,Nivelamento Geométrico,"978.023,62"
-42.56333333,-7.49416667,,"172,3120","0,090","1.685,373",Imbituba,Nivelamento Geométrico,"978.034,39"
-42.56805556,-7.49194444,,"179,2068","0,090","1.752,809",Imbituba,Nivelamento Geométrico,"978.032,98"
-42.64277778,-7.47194444,,"257,1034","0,089","2.514,678",Imbituba,Nivelamento Geométrico,"978.013,06"
-42.66194444,-7.45472222,,"272,8442","0,089","2.668,628",Imbituba,Nivelamento Geométrico,"978.007,30"
-42.68,-7.4375,,"279,0111","0,089","2.728,941",Imbituba,Nivelamento Geométrico,"978.002,98"
-42.69555556,-7.41916667,,"292,5696","0,089","2.861,547",Imbituba,Nivelamento Geométrico,"977.996,53"
-42.67555556,-7.40222222,,"289,9498","0,089","2.835,922",Imbituba,Nivelamento Geométrico,"977.995,90"
-42.65416667,-7.38583333,,"270,1887","0,089","2.642,651",Imbituba,Nivelamento Geométrico,"978.001,61"
-42.63638889,-7.36777778,,"263,3255","0,089","2.575,525",Imbituba,Nivelamento Geométrico,"978.002,36"
-42.66333333,-7.33388889,,"223,3474","0,089","2.184,522",Imbituba,Nivelamento Geométrico,"978.010,87"
-42.64111111,-7.29111111,,"230,3130","0,089","2.252,646",Imbituba,Nivelamento Geométrico,"978.004,28"
-42.62111111,-7.26333333,,"245,4793","0,089","2.400,978",Imbituba,Nivelamento Geométrico,"977.996,81"
-42.5425,-7.25111111,,"149,3364","0,088","1.460,647",Imbituba,Nivelamento Geométrico,"978.023,18"
-42.54194444,-7.2475,,"150,2027","0,088","1.469,120",Imbituba,Nivelamento Geométrico,"978.022,38"
-41.82,-7.44666667,,"218,5703","0,088","2.137,800",Imbituba,Nivelamento Geométrico,"978.024,78"
-41.80222222,-7.30222222,,"279,2653","0,087","2.731,419",Imbituba,Nivelamento Geométrico,"978.009,96"
-41.79444444,-7.28138889,,"269,8338","0,087","2.639,174",Imbituba,Nivelamento Geométrico,"978.012,16"
-41.78166667,-7.23277778,,"294,4341","0,087","2.879,769",Imbituba,Nivelamento Geométrico,"978.006,80"
-41.76972222,-7.21111111,,"239,4118","0,087","2.341,632",Imbituba,Nivelamento Geométrico,"978.015,83"
-41.4825,-7.44444444,,"194,0049","0,088","1.897,542",Imbituba,Nivelamento Geométrico,"978.035,01"
-41.48944444,-7.50805556,,"224,4403","0,088","2.195,220",Imbituba,Nivelamento Geométrico,"978.029,90"
-41.47583333,-7.40166667,,"190,2234","0,088","1.860,554",Imbituba,Nivelamento Geométrico,"978.034,27"
-41.47916667,-7.4475,,"198,1283","0,088","1.937,871",Imbituba,Nivelamento Geométrico,"978.034,12"
-41.48083333,-7.46222222,,"240,0030","0,088","2.347,428",Imbituba,Nivelamento Geométrico,"978.024,75"
-41.48861111,-7.53027778,,"220,4325","0,088","2.156,023",Imbituba,Nivelamento Geométrico,"978.031,89"
-41.47916667,-7.48666667,,"243,6367","0,088","2.382,969",Imbituba,Nivelamento Geométrico,"978.024,75"
-41.47138889,-7.43277778,,"235,1762","0,088","2.300,218",Imbituba,Nivelamento Geométrico,"978.026,34"
-41.465,-7.3775,,"221,0750","0,088","2.162,299",Imbituba,Nivelamento Geométrico,"978.028,02"
-41.48388889,-7.55333333,,"291,9394","0,088","2.855,392",Imbituba,Nivelamento Geométrico,"978.018,74"
-41.48222222,-7.57777778,,"274,5560","0,088","2.685,378",Imbituba,Nivelamento Geométrico,"978.018,70"
-41.44583333,-7.36222222,,"236,2371","0,088","2.310,590",Imbituba,Nivelamento Geométrico,"978.024,81"
-40.7632923,-7.35376292,"470,368","482,3878","0,086","4.717,960",Imbituba,Nivelamento Geométrico,"977.972,65"
-40.632,-7.57855556,,,,,,,"977.925,60"
-43.1175,-7.4625,,"320,5657","0,086","3.135,358",Imbituba,Nivelamento Geométrico,"977.991,76"
-43.11777778,-7.46194444,,"320,2893","0,086","3.132,655",Imbituba,Nivelamento Geométrico,"977.991,90"
-43.12222222,-7.44888889,,"298,3707","0,086","2.918,285",Imbituba,Nivelamento Geométrico,"977.997,41"
-43.12444444,-7.43583333,,,,,,,"978.000,03"
-43.12472222,-7.43555556,,"284,7184","0,086","2.784,760",Imbituba,Nivelamento Geométrico,"978.000,14"
-43.125,-7.4125,,"295,3421","0,086","2.888,662",Imbituba,Nivelamento Geométrico,"977.997,36"
-43.12333333,-7.38805556,,"315,4671","0,086","3.085,487",Imbituba,Nivelamento Geométrico,"977.992,93"
-43.12333333,-7.36888889,,"298,5303","0,086","2.919,840",Imbituba,Nivelamento Geométrico,"977.996,13"
-43.12361111,-7.35361111,,"282,6265","0,086","2.764,295",Imbituba,Nivelamento Geométrico,"977.998,69"
-43.12361111,-7.35361111,,,,,,,"977.998,61"
-43.12444444,-7.34055556,,"267,4592","0,086","2.615,954",Imbituba,Nivelamento Geométrico,"978.001,51"
-43.1275,-7.32722222,,"228,4039","0,086","2.233,976",Imbituba,Nivelamento Geométrico,"978.010,29"
-43.1275,-7.32638889,,,,,,,"978.010,41"
-43.12611111,-7.31111111,,"250,7547","0,086","2.452,576",Imbituba,Nivelamento Geométrico,"978.005,71"
-43.03805556,-7.8175,,"432,9411","0,086","4.234,430",Imbituba,Nivelamento Geométrico,"977.979,80"
-43.02444444,-7.80277778,,"361,9361",,"3.539,996",Imbituba,Nivelamento Geométrico,"977.998,12"
-43.095,-7.80194444,,"383,7330","0,080",,Imbituba,Nivelamento Geométrico,"977.987,08"
-43.07166667,-7.8,,"427,0968","0,080",,Imbituba,Nivelamento Geométrico,"977.979,08"
-43.04722222,-7.79777778,,"432,6513","0,086","4.231,594",Imbituba,Nivelamento Geométrico,"977.977,71"
-43.11972222,-7.79527778,,"331,7656","0,080",,Imbituba,Nivelamento Geométrico,"977.996,45"
-43.04611111,-7.78055556,,"443,6679","0,086","4.339,333",Imbituba,Nivelamento Geométrico,"977.974,72"
-43.04527778,-7.76805556,,"440,4790","0,086","4.308,145",Imbituba,Nivelamento Geométrico,"977.974,69"
-43.04416667,-7.74,,"428,5161","0,086","4.191,146",Imbituba,Nivelamento Geométrico,"977.976,14"
-43.0262,-7.6013,,,,,,,"978.010,61"
-43.03166667,-7.59694444,,,,,,,"978.005,73"
-43.07166667,-7.5525,,"283,0410","0,086","2.768,363",Imbituba,Nivelamento Geométrico,"978.002,75"
-43.07805556,-7.53166667,,"230,3612","0,086","2.253,130",Imbituba,Nivelamento Geométrico,"978.012,65"
-43.08849898,-7.51019966,,"306,6825","0,086","2.999,581",Imbituba,Nivelamento Geométrico,"977.994,51"
-43.08888889,-7.50861111,,,,,,,"977.994,75"
-43.08944444,-7.50833333,,"305,5734","0,086","2.988,733",Imbituba,Nivelamento Geométrico,"977.994,68"
-43.09611111,-7.49583333,,"309,1406","0,086","3.023,621",Imbituba,Nivelamento Geométrico,"977.993,11"
-43.10416667,-7.485,,"295,1826","0,086","2.887,107",Imbituba,Nivelamento Geométrico,"977.996,34"
-43.10416667,-7.48472222,,,,,,,"977.996,26"
-43.11194444,-7.47361111,,"305,0031","0,086","2.983,153",Imbituba,Nivelamento Geométrico,"977.994,74"
-41.89089942,-7.8858017,"290,655","306,1953","0,086","2.994,843",Imbituba,Nivelamento Geométrico,"978.028,84"
-42.04277778,-7.88444444,,"228,9151","0,087","2.239,006",Imbituba,Nivelamento Geométrico,"978.038,61"
-42.26944444,-7.76944444,,"197,3621","0,089","1.930,392",Imbituba,Nivelamento Geométrico,"978.046,47"
-42.30777778,-7.72527778,,"282,4850","0,089","2.762,936",Imbituba,Nivelamento Geométrico,"978.021,56"
-42.06444444,-7.59638889,,"288,0113","0,087","2.816,977",Imbituba,Nivelamento Geométrico,"978.020,93"
-42.07222222,-7.57055556,,"291,0175","0,087","2.846,377",Imbituba,Nivelamento Geométrico,"978.017,32"
-41.91055556,-7.43083333,,"210,4816","0,088","2.058,692",Imbituba,Nivelamento Geométrico,"978.030,09"
-41.88888889,-7.42166667,,"177,4954","0,088","1.736,067",Imbituba,Nivelamento Geométrico,"978.036,98"
-41.92444444,-7.41916667,,"253,6992","0,088","2.481,380",Imbituba,Nivelamento Geométrico,"978.020,27"
-42.11666667,-7.41472222,,,,,,,"978.015,28"
-41.94972222,-7.41416667,,"282,5923","0,088","2.763,965",Imbituba,Nivelamento Geométrico,"978.013,94"
-41.97472222,-7.40722222,,"262,1495","0,087","2.564,027",Imbituba,Nivelamento Geométrico,"978.018,57"
-41.86888889,-7.40666667,,"176,8033","0,088","1.729,298",Imbituba,Nivelamento Geométrico,"978.036,90"
-42.00138889,-7.40388889,,"265,7987","0,087","2.599,717",Imbituba,Nivelamento Geométrico,"978.017,35"
-41.85722222,-7.39277778,,"265,5384","0,088","2.597,171",Imbituba,Nivelamento Geométrico,"978.017,32"
-42.02111111,-7.38861111,,"243,2587","0,087","2.379,266",Imbituba,Nivelamento Geométrico,"978.021,94"
-42.12416667,-7.38583333,,,,,,,"978.015,88"
-42.09833333,-7.38583333,,"296,2945","0,087","2.897,975",Imbituba,Nivelamento Geométrico,"978.008,16"
-42.07138889,-7.38555556,,"278,5377","0,087","2.724,308",Imbituba,Nivelamento Geométrico,"978.012,83"
-41.71916667,-7.73277778,,"253,6549","0,088","2.480,966",Imbituba,Nivelamento Geométrico,"978.044,88"
-41.70611111,-7.73111111,,"255,2430","0,088","2.496,498",Imbituba,Nivelamento Geométrico,"978.045,33"
-41.69222222,-7.73444444,,"268,2860","0,088","2.624,065",Imbituba,Nivelamento Geométrico,"978.042,82"
-41.68,-7.73527778,,"256,5561","0,089","2.509,341",Imbituba,Nivelamento Geométrico,"978.044,82"
-41.67777778,-7.7375,,"246,0776","0,089","2.406,856",Imbituba,Nivelamento Geométrico,"978.046,73"
-41.65583333,-7.73111111,,"269,7499","0,089","2.638,382",Imbituba,Nivelamento Geométrico,"978.038,37"
-41.64833333,-7.72583333,,"291,4510","0,089","2.850,627",Imbituba,Nivelamento Geométrico,"978.032,01"
-41.635,-7.72166667,,"306,8168","0,089","3.000,910",Imbituba,Nivelamento Geométrico,"978.026,72"
-41.61055556,-7.715,,"278,0306","0,089","2.719,370",Imbituba,Nivelamento Geométrico,"978.031,24"
-41.59194444,-7.69722222,,"299,1936","0,089","2.926,350",Imbituba,Nivelamento Geométrico,"978.026,83"
-41.595,-7.87722222,,"246,1580",,"2.407,651",Imbituba,Nivelamento Geométrico,"978.047,75"
-41.56611111,-7.69416667,,"281,1243","0,089","2.749,626",Imbituba,Nivelamento Geométrico,"978.029,45"
-41.55,-7.68222222,,"306,0553","0,089","2.993,459",Imbituba,Nivelamento Geométrico,"978.022,38"
-41.53194444,-7.68527778,,"324,7644","0,089","3.176,439",Imbituba,Nivelamento Geométrico,"978.019,10"
-41.50833333,-7.6725,,"326,4582","0,089","3.193,004",Imbituba,Nivelamento Geométrico,"978.018,68"
-41.49972222,-7.66861111,,"317,0021","0,089","3.100,521",Imbituba,Nivelamento Geométrico,"978.020,50"
-41.48361111,-7.60472222,,,,,,,"978.031,08"
-40.86486111,-7.65930556,,,,,,,"978.008,69"
-40.84933333,-7.63802778,,,,,,,"978.003,55"
-40.86569444,-7.87247222,,,,,,,"978.028,45"
-44.69805556,-2.51277778,,"32,8506",,"321,291",Imbituba,Nivelamento Geométrico,"977.977,58"
-44.65277778,-2.53861111,,"17,8976",,"175,046",Imbituba,Nivelamento Geométrico,"977.982,80"
-44.61722222,-2.48444444,,,,,,,"977.980,76"
-44.61527778,-2.52416667,,"36,6191",,"358,148",Imbituba,Nivelamento Geométrico,"977.977,29"
-44.59972222,-2.53194444,,"32,7100",,"319,916",Imbituba,Nivelamento Geométrico,"977.977,36"
-44.57861111,-2.52944444,,"9,2252",,"90,226",Imbituba,Nivelamento Geométrico,"977.982,71"
-44.56666667,-2.52722222,,"9,4603",,"92,526",Imbituba,Nivelamento Geométrico,"977.982,78"
-44.30611111,-2.50111111,,"3,9025",,"38,168",Imbituba,Nivelamento Geométrico,"977.986,79"
-44.30722222,-2.52805556,,"17,8242",,"174,328",Imbituba,Nivelamento Geométrico,"977.980,81"
-44.30472222,-2.49222222,,"9,0353",,"88,369",Imbituba,Nivelamento Geométrico,"977.987,49"
-44.30444444,-2.51666667,,"12,2324",,"119,638",Imbituba,Nivelamento Geométrico,"977.983,67"
-44.305,-2.54861111,,"5,8260",,"56,981",Imbituba,Nivelamento Geométrico,"977.981,87"
-44.30305556,-2.50861111,,"19,0707",,"186,519",Imbituba,Nivelamento Geométrico,"977.983,07"
-44.30194444,-2.48833333,,"32,0751",,"313,707",Imbituba,Nivelamento Geométrico,"977.982,65"
-44.30194444,-2.48833333,,"33,1382",,"324,104",Imbituba,Nivelamento Geométrico,"977.982,34"
-44.30333333,-2.52944444,,"23,7449",,"232,234",Imbituba,Nivelamento Geométrico,"977.980,09"
-44.3,-2.54388889,,"8,7547",,"85,625",Imbituba,Nivelamento Geométrico,"977.981,95"
-44.29638889,-2.49055556,,"13,7149",,"134,137",Imbituba,Nivelamento Geométrico,"977.987,43"
-44.29555556,-2.52916667,,"31,7373",,"310,403",Imbituba,Nivelamento Geométrico,"977.978,72"
-44.295,-2.52861111,,"33,2141",,"324,846",Imbituba,Nivelamento Geométrico,"977.978,55"
-44.19055556,-2.55361111,,"32,2029",,"314,957",Imbituba,Nivelamento Geométrico,"977.983,38"
-44.185,-2.47472222,,"40,9071",,"400,086",Imbituba,Nivelamento Geométrico,"977.988,87"
-44.17666667,-2.55166667,,"49,1470",,"480,675",Imbituba,Nivelamento Geométrico,"977.981,28"
-44.17083333,-2.48388889,,"23,7738",,"232,517",Imbituba,Nivelamento Geométrico,"977.992,27"
-44.165,-2.51583333,,"9,3154",,"91,108",Imbituba,Nivelamento Geométrico,"977.993,82"
-44.16333333,-2.55166667,,"32,2587",,"315,502",Imbituba,Nivelamento Geométrico,"977.986,14"
-44.15805556,-2.50722222,,"22,4126",,"219,204",Imbituba,Nivelamento Geométrico,"977.991,85"
-44.15722222,-2.55166667,,"27,6462",,"270,391",Imbituba,Nivelamento Geométrico,"977.987,03"
-44.1475,-2.55277778,,"45,3512",,"443,551",Imbituba,Nivelamento Geométrico,"977.983,15"
-44.14055556,-2.52,,"37,7693",,"369,398",Imbituba,Nivelamento Geométrico,"977.990,65"
-44.14083333,-2.55472222,,"32,9612",,"322,373",Imbituba,Nivelamento Geométrico,"977.985,66"
-44.13472222,-2.55333333,,"14,4709",,"141,531",Imbituba,Nivelamento Geométrico,"977.990,90"
-44.12444444,-2.52444444,,"42,1366",,"412,111",Imbituba,Nivelamento Geométrico,"977.992,24"
-44.12194444,-2.55027778,,"25,9001",,"253,313",Imbituba,Nivelamento Geométrico,"977.991,18"
-44.23805556,-2.56083333,,"15,0804",,"147,492",Imbituba,Nivelamento Geométrico,"977.984,20"
-44.225,-2.55916667,,"36,2529",,"354,567",Imbituba,Nivelamento Geométrico,"977.980,49"
-44.21138889,-2.55472222,,"32,5408",,"318,261",Imbituba,Nivelamento Geométrico,"977.982,17"
-44.19833333,-2.55444444,,"34,4591",,"337,023",Imbituba,Nivelamento Geométrico,"977.982,20"
-44.21944444,-2.55305556,,"42,0037",,"410,812",Imbituba,Nivelamento Geométrico,"977.979,44"
-44.2625,-2.55305556,,"35,0558",,"342,859",Imbituba,Nivelamento Geométrico,"977.977,74"
-44.24555556,-2.55138889,,"10,1353",,"99,127",Imbituba,Nivelamento Geométrico,"977.985,35"
-44.27472222,-2.54305556,,"20,2149",,"197,710",Imbituba,Nivelamento Geométrico,"977.980,77"
-44.22666667,-2.53527778,,"51,1860",,"500,617",Imbituba,Nivelamento Geométrico,"977.976,91"
-44.24472222,-2.52333333,,"26,1053",,"255,320",Imbituba,Nivelamento Geométrico,"977.982,92"
-44.26222222,-2.51361111,,"7,7852",,"76,142",Imbituba,Nivelamento Geométrico,"977.987,67"
-44.29083333,-2.50222222,,"8,7257",,"85,341",Imbituba,Nivelamento Geométrico,"977.987,19"
-44.27472222,-2.49888889,,,,,,,"977.987,43"
-44.2725,-2.49361111,,"29,4023",,"287,566",Imbituba,Nivelamento Geométrico,"977.985,25"
-44.27916667,-2.49333333,,"36,4963",,"356,947",Imbituba,Nivelamento Geométrico,"977.982,97"
-44.26444444,-2.49277778,,"15,2983",,"149,624",Imbituba,Nivelamento Geométrico,"977.989,10"
-44.28722222,-2.49277778,,"28,4781",,"278,527",Imbituba,Nivelamento Geométrico,"977.984,28"
-44.23,-2.49083333,,"20,1126",,"196,709",Imbituba,Nivelamento Geométrico,"977.990,14"
-44.25444444,-2.49027778,,"17,7754",,"173,850",Imbituba,Nivelamento Geométrico,"977.989,44"
-44.23916667,-2.48888889,,"17,2455",,"168,668",Imbituba,Nivelamento Geométrico,"977.990,56"
-44.24583333,-2.48805556,,"25,6672",,"251,035",Imbituba,Nivelamento Geométrico,"977.988,58"
-44.22138889,-2.485,,"38,5814",,"377,340",Imbituba,Nivelamento Geométrico,"977.988,02"
-44.21194444,-2.47916667,,"8,8599",,"86,653",Imbituba,Nivelamento Geométrico,"977.996,17"
-44.19611111,-2.47638889,,,,,,,"977.987,53"
-44.115,-2.53916667,,"23,0059",,"225,007",Imbituba,Nivelamento Geométrico,"978.000,17"
-44.11333333,-2.54805556,,"16,8199",,"164,505",Imbituba,Nivelamento Geométrico,"977.995,15"
-44.10861111,-2.53333333,,"10,6277",,"103,943",Imbituba,Nivelamento Geométrico,"977.995,07"
-44.10811111,-2.53238889,,"13,8944",,"135,893",Imbituba,Nivelamento Geométrico,"977.999,78"
-44.10277778,-2.54666667,,"31,9532",,"312,514",Imbituba,Nivelamento Geométrico,"977.994,78"
-44.09694444,-2.54555556,,"42,2155",,"412,883",Imbituba,Nivelamento Geométrico,"977.993,95"
-44.08536944,-2.54431667,,"34,5268",,"337,685",Imbituba,Nivelamento Geométrico,"977.998,47"
