LONGITUDE,LATITUDE,INSTITUICAO,ALT_ORTOMETRICA,GRAV_OBS,GRAV_ARLIVRE,GRAV_BOUGUER,FONTE
-39.56012707,-8.67912426,SGB,357.59,978050.26,11.19,-29.3,SGB
-39.55415553,-8.67246004,SGB,348.92,978052.6,11.03,-28.48,SGB
-39.54820877,-8.66582751,SGB,345.64,978052.86,10.46,-28.68,SGB
-39.54218529,-8.65910582,SGB,347.63,978052.27,10.66,-28.7,SGB
-39.45378508,-8.56912308,SGB,346.65,978050.49,10.98,-28.28,SGB
-39.46236366,-8.58698061,SGB,343.28,978051.27,10.25,-28.63,SGB
-39.4772053,-8.59723411,SGB,330.25,978054.48,9.17,-28.23,SGB
-39.49389188,-8.60554244,SGB,339.57,978052.88,10.22,-28.23,SGB
-39.50692502,-8.61814863,SGB,345.21,978051.94,10.68,-28.41,SGB
-39.50492262,-8.62670587,SGB,341.7,978052.1,9.53,-29.16,SGB
-39.5127915,-8.63111124,SGB,349.53,978050.75,10.48,-29.1,SGB
-39.52003057,-8.63517428,SGB,352.5,978050.16,10.7,-29.22,SGB
-39.52630252,-8.64046444,SGB,361.99,978048.34,11.66,-29.33,SGB
-39.53132683,-8.64686982,SGB,370.62,978047.33,13.15,-28.82,SGB
-39.53673557,-8.65292567,SGB,356.58,978050.36,11.68,-28.69,SGB
-39.30294487,-8.50604279,SGB,328.26,978049.07,5.56,-31.61,SGB
-39.2942897,-8.49032535,SGB,341.66,978042.93,3.97,-34.72,SGB
-39.28677819,-8.47402597,SGB,355.59,978038.87,4.64,-35.63,SGB
-39.27518572,-8.46022525,SGB,356.26,978037.51,3.84,-36.5,SGB
-39.26275836,-8.44719391,SGB,331.26,978041.99,0.95,-36.57,SGB
-39.25843938,-8.42972001,SGB,338.27,978040.76,2.34,-35.97,SGB
-39.25084565,-8.41338155,SGB,335.45,978040.9,2.03,-35.96,SGB
-39.24418705,-8.39667202,SGB,359.42,978035.2,4.16,-36.53,SGB
-39.24105803,-8.37896153,SGB,358.86,978031.91,1.17,-39.47,SGB
-39.23361981,-8.36259897,SGB,373.05,978027.97,2.02,-40.22,SGB
-39.21592732,-8.3588826,SGB,381.81,978024.57,1.43,-41.8,SGB
-39.20054947,-8.34945805,SGB,381.1,978025.09,1.97,-41.18,SGB
-39.18392686,-8.34228445,SGB,401.31,978020.88,4.19,-41.25,SGB
-39.16734438,-8.33507812,SGB,399.97,978018.97,2.05,-43.23,SGB
-39.15388691,-8.32290389,SGB,403.72,978016.13,0.68,-45.02,SGB
-39.14122624,-8.31659378,SGB,419.21,978011.28,0.78,-46.68,SGB
-39.12844853,-8.30137231,SGB,429.16,978005.13,-1.92,-50.5,SGB
-39.11965989,-8.28577858,SGB,432.74,978003.22,-2.32,-51.31,SGB
-39.11679292,-8.26873156,SGB,464.52,977995.9,0.61,-51.97,SGB
-39.11443272,-8.25003428,SGB,458.32,977998.55,1.82,-50.06,SGB
-43.66725476,-19.88952814,SGB,930.59,978353.71,11.17,-94.01,SGB
-43.67141069,-19.8896056,SGB,909.13,978358.27,9.1,-93.66,SGB
-43.67446936,-19.88887518,SGB,937.58,978352.48,12.13,-93.84,SGB
-43.67957864,-19.89312108,SGB,982.53,978345.53,18.81,-92.23,SGB
-43.68314923,-19.88978779,SGB,1007.7,978340.46,21.7,-92.17,SGB
-43.68596827,-19.88912295,SGB,1006.98,978341.2,22.25,-91.54,SGB
-43.6939334,-19.88918547,SGB,1026.29,978336.02,23.03,-92.94,SGB
-43.69810846,-19.88880702,SGB,1047.97,978331.68,25.4,-93.01,SGB
-43.70498142,-19.89816735,SGB,1024.1,978336.82,22.64,-93.09,SGB
-43.71065826,-19.89365011,SGB,962.53,978349.53,16.61,-92.18,SGB
-43.70931643,-19.8866919,SGB,963.09,978348.4,16.05,-92.79,SGB
-43.71751215,-19.88576412,SGB,963.14,978349.1,16.82,-92.03,SGB
-43.72292214,-19.88172013,SGB,997.33,978341.56,20.07,-92.64,SGB
-43.72922519,-19.88006574,SGB,1014.17,978337.86,21.66,-92.95,SGB
-43.73238532,-19.87893349,SGB,1020.16,978336.22,21.93,-93.35,SGB
-43.73460747,-19.87475083,SGB,1031.12,978333.42,22.75,-93.76,SGB
-43.73486579,-19.87064458,SGB,1027.68,978334.85,23.36,-92.77,SGB
-43.7405203,-19.86837486,SGB,1020.91,978335.94,22.49,-92.87,SGB
-43.74900826,-19.86898121,SGB,1015.63,978336.73,21.62,-93.15,SGB
-43.74244019,-19.86973437,SGB,1029.08,978333.35,22.35,-93.94,SGB
-43.75178024,-19.87596265,SGB,961.15,978349.34,17.01,-91.62,SGB
-43.75651018,-19.87709106,SGB,953.75,978351.2,16.52,-91.28,SGB
-43.76070851,-19.87924486,SGB,919.58,978357.54,12.19,-91.75,SGB
-43.76412186,-19.87697396,SGB,864.31,978369.06,6.79,-90.92,SGB
-43.77021995,-19.87159207,SGB,840.09,978373.35,3.92,-91.06,SGB
-43.77349621,-19.87158364,SGB,824.85,978376.36,2.22,-91.04,SGB
-43.77857669,-19.87342626,SGB,800.43,978382.14,0.36,-90.15,SGB
-43.78636011,-19.87434209,SGB,725.46,978399.78,-5.19,-87.24,SGB
-43.78787281,-19.87587528,SGB,731.51,978397.45,-5.74,-88.48,SGB
-43.93833333,-19.93333333,SGB,896.63,978368.57,13.02,-88.34,SGB
-43.78998518,-19.8760458,SGB,725.87,978398.27,-6.67,-88.77,SGB
-43.79489693,-19.87801612,SGB,719.64,978400.55,-6.43,-87.82,SGB
-43.79756534,-19.88269686,SGB,710.85,978403.19,-6.77,-87.17,SGB
-43.80139315,-19.88647215,SGB,703.5,978405.46,-6.98,-86.56,SGB
-43.80446646,-19.88814384,SGB,701.93,978405.9,-7.13,-86.52,SGB
-43.80609298,-19.89077389,SGB,701.66,978406.19,-7.07,-86.44,SGB
-43.80903892,-19.89251515,SGB,700.02,978406.7,-7.17,-86.35,SGB
-43.81032294,-19.89419943,SGB,699.67,978406.88,-7.19,-86.33,SGB
-43.81298658,-19.89374211,SGB,697.31,978406.91,-7.87,-86.74,SGB
-43.81537929,-19.89407375,SGB,696.12,978407.36,-7.8,-86.54,SGB
-43.817516,-19.89413667,SGB,696.08,978407.28,-7.9,-86.63,SGB
-43.81905851,-19.89356231,SGB,701.4,978406.28,-7.22,-86.56,SGB
-43.82137722,-19.89291601,SGB,698.29,978406.94,-7.49,-86.47,SGB
-43.82438744,-19.89206641,SGB,696.67,978407.2,-7.67,-86.47,SGB
-43.82885221,-19.89002135,SGB,698.15,978406.59,-7.71,-86.68,SGB
-43.99964917,-19.95785552,SGB,889.32,978374.04,14.81,-85.72,SGB
-43.99143715,-19.95828444,SGB,886.38,978376.21,16.06,-84.15,SGB
-43.98343144,-19.95899486,SGB,891.94,978375.99,17.51,-83.32,SGB
-43.96903005,-19.96628285,SGB,965.45,978365.81,29.59,-79.52,SGB
-43.96429041,-19.96070699,SGB,931.13,978371.53,25.04,-80.21,SGB
-43.83095363,-19.8865356,SGB,705.06,978404.86,-7.11,-86.86,SGB
-43.83164855,-19.88377301,SGB,695.94,978405.99,-8.63,-87.35,SGB
-43.83099796,-19.87880153,SGB,732.17,978397.93,-5.23,-88.04,SGB
-43.83485066,-19.87334853,SGB,695.46,978402.93,-11.24,-89.91,SGB
-43.83642702,-19.87147367,SGB,702.08,978401.12,-10.9,-90.31,SGB
-43.83876979,-19.87014661,SGB,693.9,978401.49,-12.97,-91.46,SGB
-43.84595924,-19.87422335,SGB,693.64,978401.59,-13.19,-91.65,SGB
-43.84184299,-19.87089701,SGB,699.1,978399.65,-13.25,-92.33,SGB
-43.84870378,-19.87294534,SGB,694.75,978400.01,-14.36,-92.94,SGB
-43.85560997,-19.87535435,SGB,694.98,978402.1,-12.33,-90.95,SGB
-43.86031167,-19.87681114,SGB,707.24,978399.76,-10.97,-90.97,SGB
-43.95490066,-19.96366087,SGB,1042.22,978350.81,38.43,-79.33,SGB
-43.94641489,-19.9654514,SGB,993.11,978360.01,32.38,-79.85,SGB
-43.93794475,-19.96755751,SGB,1119.03,978334.45,45.55,-80.86,SGB
-43.92903834,-19.97274874,SGB,1199.82,978321.9,57.63,-77.87,SGB
-43.92309794,-19.9945052,SGB,966.22,978373.2,35.58,-73.62,SGB
-43.89493365,-19.99891463,SGB,999.02,978363.97,36.22,-76.67,SGB
-43.90303755,-20.00076532,SGB,1022.82,978359.44,38.93,-76.65,SGB
-43.91793628,-19.99563261,SGB,986.63,978367.7,36.32,-75.18,SGB
-43.88657876,-19.99985758,SGB,1002.64,978363.12,36.43,-76.87,SGB
-43.87349333,-19.9957166,SGB,1054.24,978351.61,41.08,-78.03,SGB
-43.8632583,-19.98939013,SGB,943.92,978372.47,28.27,-78.42,SGB
-43.85660944,-19.98136481,SGB,779.75,978404.3,9.9,-78.28,SGB
-43.84821036,-19.98058484,SGB,765.29,978406.14,7.32,-79.23,SGB
-43.84230534,-19.99125168,SGB,751.26,978410.38,6.62,-78.34,SGB
-43.8297955,-19.98789145,SGB,772.07,978405.22,8.07,-79.24,SGB
-43.82164083,-19.98042723,SGB,747.14,978408.74,4.33,-80.17,SGB
-43.8115864,-19.98520236,SGB,720.89,978412.91,0.12,-81.42,SGB
-43.80785337,-19.96715953,SGB,727.6,978409,-0.68,-82.97,SGB
-43.79624548,-19.9684308,SGB,809.36,978391.5,6.99,-84.53,SGB
-43.78786256,-19.96119258,SGB,1000.11,978354.21,28.97,-84.04,SGB
-43.77913296,-19.96129514,SGB,1001.09,978353.65,28.71,-84.42,SGB
-43.76977688,-19.9596376,SGB,1049.25,978342.63,32.65,-85.9,SGB
-43.76066701,-19.96166426,SGB,1027.55,978345.94,29.15,-86.96,SGB
-43.75164899,-19.96204084,SGB,1036.33,978344.3,30.2,-86.9,SGB
-43.74220318,-19.95970397,SGB,1032.88,978344.02,28.99,-87.72,SGB
-43.7216827,-19.96588423,SGB,1114.85,978326.87,36.78,-89.17,SGB
-43.71303686,-19.96230152,SGB,1058.03,978337.24,29.82,-89.72,SGB
-43.70591493,-19.95528451,SGB,934.95,978360.82,15.82,-89.86,SGB
-43.73281717,-19.96331023,SGB,1037.81,978342.27,28.56,-88.71,SGB
-43.6877623,-19.94911902,SGB,1062.73,978333.88,28.67,-91.4,SGB
-43.68208381,-19.93532835,SGB,1066.55,978329.83,26.6,-93.9,SGB
-43.66307692,-19.93923034,SGB,971.04,978349.82,16.89,-92.85,SGB
-43.65915,-19.95232106,SGB,1016.06,978343.92,24.13,-90.69,SGB
-43.63433933,-19.94225761,SGB,1217.54,978297.96,40.93,-96.57,SGB
-43.62703694,-19.95037706,SGB,1325.26,978278.25,53.98,-95.63,SGB
-43.62441089,-19.94193239,SGB,1235.69,978292.61,41.19,-98.35,SGB
-43.61287558,-19.92403358,SGB,1145.29,978306.37,28.09,-101.28,SGB
-43.60517461,-19.932048,SGB,1115.15,978314.35,26.31,-99.66,SGB
-43.59071828,-19.92095978,SGB,1089.61,978317.06,21.78,-101.32,SGB
-43.582094,-19.93005378,SGB,1087.1,978320.63,24.05,-98.77,SGB
-43.57629883,-19.93828803,SGB,966.98,978345.61,11.48,-97.8,SGB
-43.56570147,-19.94762725,SGB,961,978351.05,14.53,-94.08,SGB
-43.55738761,-19.95484617,SGB,823.74,978383.05,3.76,-89.38,SGB
-43.54703128,-19.95329503,SGB,765.88,978393.34,-3.72,-90.33,SGB
-43.52920694,-19.95052853,SGB,747.32,978396.27,-6.35,-90.87,SGB
-43.51891992,-19.94790942,SGB,743.96,978395.08,-8.42,-92.56,SGB
-43.52040564,-19.93490289,SGB,921.02,978357.81,9.7,-94.41,SGB
-43.50859342,-19.94345653,SGB,739.14,978396.78,-7.96,-91.55,SGB
-43.50067561,-19.94269436,SGB,739.19,978396.86,-7.81,-91.42,SGB
-43.50186219,-19.94874497,SGB,779.52,978389.58,-3,-91.16,SGB
-43.50041592,-19.95005714,SGB,818.91,978381.78,1.28,-91.31,SGB
-43.49695625,-19.95033653,SGB,748.71,978396.7,-5.49,-90.16,SGB
-43.4948205,-19.95299431,SGB,782.09,978390.53,-1.5,-89.95,SGB
-43.49532389,-19.95475103,SGB,753.21,978397.22,-3.83,-89.02,SGB
-43.49364761,-19.95662606,SGB,761.57,978395.08,-3.49,-89.62,SGB
-43.48782286,-19.96274067,SGB,761.92,978395.92,-2.9,-89.07,SGB
-43.48642978,-19.96295569,SGB,795.52,978388.9,0.43,-89.53,SGB
-43.48465447,-19.96753706,SGB,820.91,978384.06,3.16,-89.66,SGB
-43.48648611,-19.96565225,SGB,784.02,978391.48,-0.7,-89.36,SGB
-43.46749078,-19.97505673,SGB,753.74,978397.59,-4.47,-89.71,SGB
-43.46921133,-19.97785083,SGB,778.98,978393.26,-1.18,-89.27,SGB
-43.46925497,-19.98134295,SGB,824.36,978385.3,4.67,-88.54,SGB
-43.46527679,-19.99266519,SGB,727.61,978405.74,-5.4,-87.7,SGB
-43.46788353,-19.99343245,SGB,728.13,978406.74,-4.3,-86.65,SGB
-43.46967861,-19.99112379,SGB,729.21,978407.5,-3.06,-85.54,SGB
-43.46901883,-19.98396814,SGB,828.87,978385.12,5.73,-87.99,SGB
-43.46581616,-19.97394879,SGB,743.19,978399.33,-5.92,-89.98,SGB
-43.45562386,-19.98960604,SGB,731.21,978403.29,-6.56,-89.26,SGB
-43.45470187,-19.99091824,SGB,735.52,978402.38,-6.22,-89.41,SGB
-43.45576872,-19.99590502,SGB,773.11,978396.86,-0.44,-87.87,SGB
-43.45373554,-19.99791929,SGB,789.61,978393.14,0.83,-88.46,SGB
-43.45086229,-19.99949381,SGB,801.27,978393.02,4.21,-86.39,SGB
-43.44816166,-20.0002255,SGB,799.28,978393.8,4.34,-86.04,SGB
-43.44632054,-20.00150683,SGB,818.59,978389.51,5.93,-86.63,SGB
-43.44425503,-19.99959362,SGB,815.17,978389.19,4.66,-87.51,SGB
-43.44319028,-20.00228979,SGB,781.45,978396.11,1.02,-87.35,SGB
-43.44064732,-20.00410112,SGB,765.01,978398.35,-1.92,-88.43,SGB
-43.43763196,-20.00285269,SGB,741.03,978402.38,-5.22,-89.03,SGB
-43.42707296,-20.01076087,SGB,760.01,978396.46,-5.73,-91.68,SGB
-43.42708328,-20.01733366,SGB,757.85,978397.27,-5.97,-91.68,SGB
-43.41875175,-20.02220751,SGB,759.96,978395.35,-7.53,-93.47,SGB
-43.41597385,-20.02897496,SGB,739.78,978399.42,-10.08,-93.74,SGB
-43.41383649,-20.03393786,SGB,719.14,978403.61,-12.55,-93.88,SGB
-43.85580838,-20.09911153,SGB,1040.07,978366.94,46.03,-71.49,SGB
-43.85806584,-20.09913112,SGB,1056.49,978363.51,47.67,-71.7,SGB
-43.85985496,-20.09990305,SGB,1060.88,978362.69,48.16,-71.7,SGB
-43.8640793,-20.09943038,SGB,1065.46,978362.19,49.11,-71.27,SGB
-43.86523799,-20.09926763,SGB,1067.06,978361.68,49.09,-71.47,SGB
-43.86820907,-20.1019315,SGB,1055.83,978364.7,48.5,-70.8,SGB
-43.87022662,-20.10387356,SGB,1056.78,978365.69,49.67,-69.74,SGB
-43.87176248,-20.10534368,SGB,1078.18,978361.44,51.93,-69.88,SGB
-43.87461616,-20.10649931,SGB,1093.24,978359.22,54.29,-69.21,SGB
-43.87663725,-20.10694688,SGB,1098.73,978358.92,55.66,-68.47,SGB
-43.87930162,-20.10805241,SGB,1113.11,978356.88,57.99,-67.75,SGB
-43.88144227,-20.10983136,SGB,1128.76,978355.08,60.92,-66.59,SGB
-43.88355626,-20.11172408,SGB,1148.71,978352.49,64.38,-65.37,SGB
-43.88524293,-20.11341687,SGB,1169.38,978347.77,65.93,-66.14,SGB
-43.88830637,-20.11508639,SGB,1200.89,978341.53,69.33,-66.3,SGB
-43.89101209,-20.11691277,SGB,1224.06,978338.51,73.35,-64.88,SGB
-43.89283521,-20.12153458,SGB,1230.36,978342.93,79.44,-59.5,SGB
-43.90196562,-20.12734644,SGB,1274.9,978340.92,90.84,-53.11,SGB
-43.95521638,-20.13623738,SGB,1289.93,978326.16,80.2,-65.44,SGB
-43.73335169,-20.12647443,SGB,1173.94,978329.45,48.26,-84.33,SGB
-43.73033443,-20.12648389,SGB,1207.75,978321.76,51.01,-85.39,SGB
-43.72831377,-20.12804355,SGB,1187.15,978326.56,49.35,-84.72,SGB
-43.7261937,-20.12497688,SGB,1142.45,978336.02,45.2,-83.84,SGB
-43.72460975,-20.12193931,SGB,1098.01,978344.84,40.49,-83.56,SGB
-43.72208986,-20.11918638,SGB,1065.5,978350.33,36.1,-84.28,SGB
-43.71871656,-20.11958212,SGB,1085.84,978345.59,37.62,-85.06,SGB
-43.71679165,-20.12017878,SGB,1080.31,978346.58,36.87,-85.19,SGB
-43.71355941,-20.11921296,SGB,1110.86,978339.96,39.73,-85.76,SGB
-43.71194943,-20.11912369,SGB,1127.27,978336.53,41.37,-85.97,SGB
-43.71008619,-20.11898925,SGB,1128.63,978335.66,40.92,-86.57,SGB
-43.7070998,-20.11912188,SGB,1135.99,978333.81,41.34,-86.98,SGB
-43.70387455,-20.119074,SGB,1155.5,978329.6,43.16,-87.36,SGB
-43.70196273,-20.11921636,SGB,1166.09,978327.45,44.26,-87.45,SGB
-43.70037146,-20.11986936,SGB,1172.28,978326.39,45.08,-87.32,SGB
-43.69805212,-20.11079194,SGB,1333.18,978295.78,64.64,-85.86,SGB
-43.69594312,-20.11247447,SGB,1386.69,978283.9,69.18,-87.33,SGB
-43.69141933,-20.11597565,SGB,1409.19,978279.13,71.16,-87.89,SGB
-43.68861646,-20.11929256,SGB,1415.31,978277.33,71.05,-88.68,SGB
-43.68599878,-20.12422446,SGB,1377.34,978285.59,67.31,-88.16,SGB
-43.68363019,-20.12373092,SGB,1358.76,978289.47,65.48,-87.9,SGB
-43.68082941,-20.12447708,SGB,1336.69,978293.78,62.94,-87.96,SGB
-43.67868802,-20.12596847,SGB,1316.25,978298.13,60.88,-87.71,SGB
-43.67621445,-20.12848136,SGB,1287.1,978303.81,57.42,-87.9,SGB
-43.67394929,-20.12702163,SGB,1320.39,978296.53,60.5,-88.56,SGB
-43.67233921,-20.12433544,SGB,1356.14,978286.65,61.82,-91.27,SGB
-43.66953009,-20.12249649,SGB,1389.72,978282.51,68.14,-88.72,SGB
-43.66734547,-20.12190616,SGB,1394.27,978281.34,68.42,-88.95,SGB
-43.66545395,-20.12141427,SGB,1397.29,978279.43,67.46,-90.25,SGB
-43.66054686,-20.12894477,SGB,1384.34,978282.04,65.63,-90.62,SGB
-43.65925084,-20.12735514,SGB,1413.02,978276.25,68.79,-90.68,SGB
-43.65695166,-20.12665683,SGB,1426.57,978275.24,72,-89,SGB
-43.69823918,-20.1208773,SGB,1202.13,978320.37,48.21,-87.56,SGB
-43.65517852,-20.12571794,SGB,1408.35,978279.01,70.2,-88.75,SGB
-43.65300969,-20.12536352,SGB,1403.3,978280.02,69.67,-88.71,SGB
-43.65072185,-20.12485904,SGB,1394.48,978281.88,68.84,-88.55,SGB
-43.64844014,-20.12131311,SGB,1397.87,978280.26,68.48,-89.29,SGB
-43.64622884,-20.11952488,SGB,1409.98,978278.47,70.53,-88.6,SGB
-43.64375931,-20.11780904,SGB,1442.05,978271.88,73.93,-88.8,SGB
-43.64212629,-20.1134453,SGB,1406.02,978280.31,71.5,-87.19,SGB
-43.64009821,-20.11104596,SGB,1382.94,978285.37,69.58,-86.52,SGB
-43.63779375,-20.10757512,SGB,1335.35,978295.46,65.19,-85.56,SGB
-43.63606762,-20.10452004,SGB,1334.83,978297.11,66.85,-83.83,SGB
-43.63441405,-20.10172356,SGB,1340.36,978296.78,68.39,-82.92,SGB
-43.63225984,-20.09908414,SGB,1346.5,978295.2,68.86,-83.13,SGB
-43.63034168,-20.09725626,SGB,1356.49,978292.79,69.64,-83.48,SGB
-43.62703076,-20.10236092,SGB,1247.97,978313.57,56.63,-84.29,SGB
-43.62528181,-20.10083464,SGB,1197.22,978324.48,51.97,-83.24,SGB
-43.62316808,-20.10023147,SGB,1168.61,978329.77,48.47,-83.53,SGB
-43.61971101,-20.10172695,SGB,1108.19,978340.89,40.85,-84.34,SGB
-43.61651445,-20.1009603,SGB,1058.39,978350.65,35.29,-84.29,SGB
-43.61484837,-20.10026257,SGB,1046.68,978352.98,34.05,-84.22,SGB
-43.61263319,-20.10018629,SGB,1017.57,978358.36,30.45,-84.54,SGB
-43.60879049,-20.10031018,SGB,946.71,978371.44,21.65,-85.35,SGB
-43.60346008,-20.10547729,SGB,801.23,978397.21,2.23,-88.37,SGB
-43.60428311,-20.10981775,SGB,807.83,978394.53,1.33,-90.02,SGB
-43.60243151,-20.10937723,SGB,840.85,978388.59,5.61,-89.46,SGB
-43.59966564,-20.10857912,SGB,872.65,978383.68,10.56,-88.09,SGB
-43.59780658,-20.10742953,SGB,890.83,978380.08,12.63,-88.07,SGB
-43.59612797,-20.10628952,SGB,917.65,978375,15.9,-87.83,SGB
-43.59311439,-20.10562257,SGB,958.63,978367.32,20.91,-87.44,SGB
-43.59031047,-20.10818698,SGB,960.75,978365.5,19.59,-88.99,SGB
-43.58831445,-20.10803134,SGB,1002.45,978357.39,24.36,-88.92,SGB
-43.58542363,-20.10707523,SGB,984.78,978361.4,22.97,-88.32,SGB
-43.58317223,-20.10698575,SGB,982.19,978361.47,22.24,-88.76,SGB
-43.58094008,-20.10710266,SGB,1020.91,978353.52,26.24,-89.12,SGB
-43.57880486,-20.10520491,SGB,1052.88,978347.46,30.16,-88.81,SGB
-43.57718966,-20.10431434,SGB,1106.11,978337.21,36.38,-88.58,SGB
-43.5749995,-20.10300588,SGB,1156.18,978326.14,40.84,-89.75,SGB
-43.57236525,-20.10226205,SGB,1189.99,978319.42,44.6,-89.8,SGB
-43.56970044,-20.10344529,SGB,1198.04,978318.69,46.29,-89.02,SGB
-43.5670756,-20.10409991,SGB,1203.6,978317.73,47,-88.93,SGB
-43.78873389,-20.13431246,SGB,810.86,978407.31,13.62,-78.07,SGB
-43.78584109,-20.13192414,SGB,853.65,978398.5,18.16,-78.36,SGB
-43.78294338,-20.13035044,SGB,894.94,978390.88,23.37,-77.8,SGB
-43.78466308,-20.12539233,SGB,956.8,978376.37,28.24,-79.9,SGB
-43.78859656,-20.12332008,SGB,947.31,978379.16,28.22,-78.86,SGB
-43.79118825,-20.13641953,SGB,765.86,978416.09,8.4,-78.22,SGB
-43.79301242,-20.13813959,SGB,752.52,978417.55,5.63,-79.47,SGB
-43.79368482,-20.14281093,SGB,780.79,978414.31,10.85,-77.45,SGB
-43.79500038,-20.14620142,SGB,754.31,978419.43,7.59,-77.72,SGB
-43.79413716,-20.14834526,SGB,767.74,978417.87,10.06,-76.77,SGB
-43.79037306,-20.14895301,SGB,798.99,978411.1,12.89,-77.45,SGB
-43.79231942,-20.1528991,SGB,842.3,978403.4,18.33,-76.91,SGB
-43.79313011,-20.15589513,SGB,867.54,978398.7,21.24,-76.84,SGB
-43.79313915,-20.15700548,SGB,877.74,978396.71,22.34,-76.89,SGB
-43.79289057,-20.16029814,SGB,904.18,978392.32,25.92,-76.29,SGB
-43.80067522,-20.16443203,SGB,926.25,978390.11,30.27,-74.42,SGB
-43.79980101,-20.16609567,SGB,968.26,978381.31,34.34,-75.09,SGB
-43.79961515,-20.16799775,SGB,957.59,978383.44,33.06,-75.17,SGB
-43.79810944,-20.16921387,SGB,921.47,978390.5,28.91,-75.25,SGB
-43.80376219,-20.16678106,SGB,956.09,978385.7,34.93,-73.13,SGB
-43.80458628,-20.16800666,SGB,952.91,978385.6,33.79,-73.92,SGB
-43.80863767,-20.17227842,SGB,909.98,978395.86,30.54,-72.32,SGB
-43.80855347,-20.18125436,SGB,837.28,978411.16,22.88,-71.78,SGB
-43.81153104,-20.18167534,SGB,818.81,978415.18,21.18,-71.41,SGB
-43.81313153,-20.18605915,SGB,835.16,978413.9,24.69,-69.74,SGB
-43.80859078,-20.19151725,SGB,830.77,978415.51,24.63,-69.31,SGB
-43.80846998,-20.19379607,SGB,825.94,978417.14,24.63,-68.75,SGB
-43.80706191,-20.19602224,SGB,825.46,978417.48,24.7,-68.64,SGB
-43.8085934,-20.19780891,SGB,826.16,978416.43,23.75,-69.66,SGB
-43.80777119,-20.20013609,SGB,826.05,978417.11,24.27,-69.13,SGB
-43.80700709,-20.20250026,SGB,826.37,978417.06,24.18,-69.26,SGB
-43.80566237,-20.2041758,SGB,825.96,978416.76,23.65,-69.74,SGB
-43.80433656,-20.20663044,SGB,827.19,978415.71,22.84,-70.69,SGB
-43.80389571,-20.20843759,SGB,828.55,978415.43,22.87,-70.81,SGB
-43.80382056,-20.21034341,SGB,831.88,978414.65,23,-71.05,SGB
-43.80254595,-20.21272544,SGB,838.66,978413.15,23.46,-71.37,SGB
-43.80325407,-20.21462086,SGB,841.97,978412.35,23.57,-71.63,SGB
-43.80262722,-20.21717102,SGB,844.06,978411.02,22.74,-72.7,SGB
-43.80161651,-20.21924549,SGB,855.33,978407.55,22.62,-74.08,SGB
-43.80295211,-20.22817572,SGB,837.7,978411.54,20.65,-74.06,SGB
-43.80288781,-20.2392331,SGB,867.6,978401.32,19,-79.08,SGB
-43.79587555,-20.2471869,SGB,919.47,978387.59,20.82,-83.12,SGB
-43.79052549,-20.25405195,SGB,902.48,978388.46,16.05,-85.97,SGB
-43.78661948,-20.25961227,SGB,849.54,978397.03,7.96,-88.09,SGB
-43.78854919,-20.27320674,SGB,873.94,978391.95,9.61,-89.19,SGB
-43.79048552,-20.27919802,SGB,881.84,978390.16,9.9,-89.79,SGB
-43.78672055,-20.28593834,SGB,901.98,978385.04,10.6,-91.36,SGB
-43.7810346,-20.29177124,SGB,959.48,978372.89,15.85,-92.59,SGB
-43.77432222,-20.29988601,SGB,994.72,978365.18,18.55,-93.87,SGB
-43.78261124,-20.319724,SGB,898.32,978387.22,9.67,-91.88,SGB
-43.77905713,-20.32404625,SGB,927.11,978382.07,13.15,-91.65,SGB
-43.77317256,-20.33111632,SGB,936.89,978380.82,14.51,-91.39,SGB
-43.77160179,-20.33924312,SGB,961.87,978378.91,19.83,-88.88,SGB
-43.77112299,-20.34845638,SGB,972.38,978381.11,24.72,-85.17,SGB
-43.76986522,-20.35710806,SGB,959.12,978386.15,25.17,-83.23,SGB
-43.76861377,-20.36573373,SGB,1018.27,978379.25,36.01,-79.05,SGB
-43.77133465,-20.37446568,SGB,1126.81,978364.21,53.95,-73.34,SGB
-43.76700014,-20.38264916,SGB,1094.73,978376.99,56.35,-67.32,SGB
-43.76549534,-20.39283884,SGB,1054.42,978387.31,53.63,-65.51,SGB
-43.77071824,-20.40138918,SGB,1070.64,978386.12,56.94,-64.02,SGB
-43.77360072,-20.41175528,SGB,1071.24,978388.27,58.67,-62.37,SGB
-43.77607687,-20.42072883,SGB,1091.59,978385.19,61.33,-61.99,SGB
-43.76536542,-20.42878244,SGB,1231.32,978358.97,77.76,-61.29,SGB
-43.77054073,-20.43439524,SGB,1117.79,978383.1,66.53,-59.75,SGB
-43.76250868,-20.43922816,SGB,1146.7,978380.55,72.61,-56.92,SGB
-43.76594159,-20.45356955,SGB,1067.99,978394.22,61.14,-59.52,SGB
-43.76511658,-20.4648204,SGB,1012.91,978401.98,51.24,-63.22,SGB
-43.76805037,-20.4733551,SGB,1020.21,978401.7,52.71,-62.58,SGB
-43.77307366,-20.48215169,SGB,1015.73,978404.49,53.59,-61.18,SGB
-43.77199361,-20.48768077,SGB,996.32,978407.83,50.62,-61.97,SGB
-43.77445665,-20.49774632,SGB,989.87,978409.74,49.94,-61.92,SGB
-43.77925791,-20.5046307,SGB,920.06,978422.51,40.76,-63.24,SGB
-43.77967559,-20.5128661,SGB,983.42,978408.77,46.09,-65.05,SGB
