LONGITUDE,LATITUDE,INSTITUICAO,ALT_ORTOMETRICA,GRAV_OBS,GRAV_ARLIVRE,GRAV_BOUGUER,FONTE
-37.6581168852402,-7.8895787378842,SGB,633.49,977944.71,11.08,-59.33,SGB
-37.6622835908768,-7.89235653328728,SGB,617.24,977946.69,7.97,-60.61,SGB
-37.6642280562406,-7.89707878977228,SGB,619.07,977946.36,8.09,-60.7,SGB
-37.6686725400828,-7.89735656605145,SGB,613.79,977946.45,6.55,-61.65,SGB
-37.670894783653,-7.89957880331441,SGB,617.65,977945.62,6.86,-61.78,SGB
-37.6728392492466,-7.9045788396987,SGB,610.83,977947.27,6.28,-61.59,SGB
-37.6753392751052,-7.90930109581378,SGB,611.99,977947.32,6.57,-61.43,SGB
-37.676728178271,-7.91180111366022,SGB,610.69,977947.67,6.46,-61.4,SGB
-37.6817282238609,-7.91374556873003,SGB,612.04,977946.88,6.03,-61.97,SGB
-37.6836726884252,-7.91735670565277,SGB,620.2,977945.42,7.01,-61.91,SGB
-37.6836726920627,-7.92180118379206,SGB,635.79,977942.26,8.55,-62.12,SGB
-37.6839504763016,-7.92680122151796,SGB,635.14,977942.76,8.73,-62.36,SGB
-37.6728392758419,-7.93707908644836,SGB,678.39,977936.59,15.64,-59.52,SGB
-37.6767281987402,-7.93680130344667,SGB,659.75,977940.45,13.77,-59.48,SGB
-37.6778393164302,-7.93291238411758,SGB,653.65,977941.13,12.66,-59.91,SGB
-37.6797837750828,-7.92930124391223,SGB,648.25,977941.69,11.64,-60.32,SGB
-37.6831171363511,-7.92763456192686,SGB,637.52,977942.83,9.51,-61.25,SGB
-37.6847838204491,-7.93096791915956,SGB,629.7,977944.75,8.93,-61.55,SGB
-37.6881171853587,-7.93374571530508,SGB,632.2,977944.3,9.18,-61.58,SGB
-37.6925616688669,-7.93374571165575,SGB,636.19,977942.79,8.91,-62.3,SGB
-37.6970061527008,-7.93402348781398,SGB,627.81,977944.41,7.93,-62.34,SGB
-37.7011728572003,-7.93541238383037,SGB,628.04,977943.99,7.55,-62.75,SGB
-37.7056173416143,-7.93652349970933,SGB,602.85,977950.03,5.79,-61.69,SGB
-37.7106173851461,-7.9359679358862,SGB,584.05,977953.98,3.95,-61.42,SGB
-37.7867291774054,-7.95041242705405,SGB,541.8,977958.78,-4.64,-65.29,SGB
-37.7153396470637,-7.93374569284777,SGB,574.63,977955.77,2.84,-61.48,SGB
-37.7197841322553,-7.93569014844638,SGB,577.33,977955.18,3.09,-61.53,SGB
-37.7247841780603,-7.93791238339256,SGB,572.84,977955.89,2.35,-61.77,SGB
-37.7289508831343,-7.94013461902078,SGB,568.55,977956.76,1.85,-61.79,SGB
-37.7339509289365,-7.94235685396052,SGB,572.42,977956.3,2.52,-61.55,SGB
-37.7442287987227,-7.94430130474672,SGB,554.36,977960.04,0.64,-61.41,SGB
-37.7486732816207,-7.94346796137033,SGB,547.24,977960.83,-0.74,-61.99,SGB
-37.7528399857731,-7.94457907746405,SGB,555.13,977958.72,-0.44,-62.58,SGB
-37.7570066923101,-7.9484679924128,SGB,547.18,977960.24,-1.47,-62.72,SGB
-37.7597844954485,-7.94957910964652,SGB,543.12,977960.82,-2.17,-62.96,SGB
-37.7647845384948,-7.94846798600526,SGB,542.63,977960.3,-2.81,-63.55,SGB
-37.7686734611274,-7.94791242299051,SGB,561.69,977955.86,-1.37,-64.24,SGB
-37.7733957236983,-7.94652351967381,SGB,568.05,977953.92,-1.3,-64.89,SGB
-37.7772846460987,-7.94569017685449,SGB,573.03,977952.39,-1.28,-65.42,SGB
-37.7820069102658,-7.94624573277393,SGB,560.07,977954.84,-2.85,-65.53,SGB
-37.7856180533359,-7.94652350960321,SGB,532.14,977960.78,-5.53,-65.1,SGB
-37.7867291774054,-7.95041242705405,SGB,541.8,977958.67,-4.76,-65.4,SGB
-37.7870069587914,-7.95180132624822,SGB,543.37,977958.78,-4.19,-65.01,SGB
-37.785618062263,-7.95735692508477,SGB,546.66,977958.77,-3.33,-64.52,SGB
-37.7822847024117,-7.96069028638928,SGB,544.16,977960.2,-2.75,-63.65,SGB
-37.7795069029437,-7.96402364723569,SGB,546.88,977960.41,-1.79,-63,SGB
-37.7756179821492,-7.96680144929151,SGB,557.59,977958.81,-0.15,-62.56,SGB
-37.7714512804234,-7.96874591196438,SGB,568.45,977957.89,2.24,-61.39,SGB
-37.7675623589381,-7.97069037430869,SGB,585.06,977955.31,4.73,-60.75,SGB
-37.7633956561621,-7.97124593756037,SGB,587.15,977956.12,6.18,-59.54,SGB
-37.7592289560368,-7.97513485936802,SGB,607.08,977952.82,8.93,-59.02,SGB
-37.7556178152484,-7.97763488129446,SGB,627.77,977948.85,11.29,-58.98,SGB
-37.6322832111498,-7.74902213382283,SGB,520.06,977968.31,3.09,-55.12,SGB
-37.6372832598199,-7.75485550755159,SGB,536.03,977965.03,4.6,-55.4,SGB
-37.6364499264223,-7.76402224473776,SGB,542.92,977963.82,5.29,-55.48,SGB
-37.6364499335452,-7.77291120132987,SGB,549.96,977962.42,5.85,-55.71,SGB
-37.6436722252035,-7.78013347271233,SGB,555.83,977960.94,6.01,-56.2,SGB
-37.6472833747775,-7.78846686654234,SGB,552.14,977961.83,5.56,-56.24,SGB
-37.6481167230066,-7.79791138225312,SGB,560.51,977959.88,5.96,-56.78,SGB
-37.6517278734921,-7.8073558956081,SGB,575.63,977956.12,6.64,-57.79,SGB
-37.6589501632805,-7.81235592781505,SGB,554.03,977959.15,2.88,-59.13,SGB
-37.6661724462213,-7.80874478340874,SGB,563.99,977958.1,5,-58.13,SGB
-37.6717280526204,-7.81124479793659,SGB,556.77,977960.31,4.91,-57.4,SGB
-37.6747836418306,-7.81957819214606,SGB,566.27,977957.39,4.73,-58.66,SGB
-37.680617033188,-7.8279115840912,SGB,585.53,977954.52,7.59,-57.95,SGB
-37.690617124085,-7.83152271454158,SGB,576.18,977957.81,7.92,-56.58,SGB
-37.6928393716811,-7.8387449899372,SGB,571.41,977956.73,5.18,-58.78,SGB
-37.6972838588795,-7.84318946450831,SGB,560.41,977958.21,3.16,-59.57,SGB
-37.7075617098919,-7.82207818461982,SGB,554.45,977963.13,6.75,-55.31,SGB
-37.7164506882094,-7.83596717176812,SGB,538.91,977965.95,4.44,-55.88,SGB
-37.7242285375606,-7.83985608390194,SGB,534.71,977967.4,4.5,-55.35,SGB
-37.7272841267907,-7.84818947812447,SGB,534.27,977967.22,3.98,-55.82,SGB
-37.733950859008,-7.85680064920326,SGB,543.49,977964.6,4,-56.84,SGB
-37.7375620086379,-7.86513404284107,SGB,548.87,977961.97,2.82,-58.61,SGB
-37.7411731592804,-7.87457855599827,SGB,550.58,977960.94,2.09,-59.54,SGB
-37.7503399094206,-7.8781896870268,SGB,554.48,977961.16,3.42,-58.64,SGB
-37.7439509654803,-7.87957859168463,SGB,549.15,977962.2,2.78,-58.68,SGB
-37.7431176289314,-7.88457863031495,SGB,550.79,977961.64,2.61,-59.04,SGB
-37.7422842917047,-7.88874532931872,SGB,558.08,977960.7,3.82,-58.65,SGB
-37.7514511135144,-7.97957934387189,SGB,647.89,977945.2,13.79,-58.72,SGB
-37.7470066314061,-7.98124602687519,SGB,653.92,977944.33,14.74,-58.45,SGB
-37.7420065869735,-7.98069047130002,SGB,654.59,977944.09,14.73,-58.54,SGB
-37.7372843223227,-7.97957935568405,SGB,654.87,977943.78,14.53,-58.77,SGB
-37.7220064390986,-8.01457963352536,SGB,864.64,977905.4,40.02,-55.11,SGB
-37.7203397540507,-8.01013515673844,SGB,913.03,977893.11,42.77,-56.78,SGB
-37.7192286299527,-8.00624623939613,SGB,888.87,977898.83,41.13,-55.76,SGB
-37.7200619673633,-8.00235732033979,SGB,890.95,977896.88,39.91,-57.28,SGB
-37.7242286693395,-8.00069063755894,SGB,870.36,977901.07,37.79,-57.63,SGB
-37.7242286693395,-8.00069063755894,SGB,870.36,977901.1,37.82,-57.6,SGB
-37.726728688343,-7.99707949702671,SGB,835.45,977908.26,34.31,-57.75,SGB
-37.7278398053102,-7.99235723802492,SGB,795.47,977915.44,29.26,-58.48,SGB
-37.7308953852614,-7.98930165684231,SGB,754.69,977923.29,24.61,-58.74,SGB
-37.7347843067608,-7.98735719439031,SGB,730.9,977927.83,21.84,-59.36,SGB
-37.7347843067608,-7.98735719439031,SGB,691.13,977936.28,18.03,-58.73,SGB
-37.7325620584875,-7.97957935958731,SGB,680.66,977938.22,16.93,-59.25,SGB
-37.7275620145066,-7.97957936371973,SGB,722.09,977929,20.49,-60.33,SGB
-37.7242286491329,-7.97624600780857,SGB,711.31,977931.52,19.77,-59.84,SGB
-37.7211730637741,-7.97263487185842,SGB,681.77,977938.08,17.31,-59,SGB
-37.7164507987863,-7.97124597632734,SGB,653.89,977944.17,14.83,-58.36,SGB
-37.7133952141147,-7.96846818008848,SGB,667.79,977941,16.01,-58.74,SGB
-37.7117285288608,-7.96374592345705,SGB,657.4,977942.96,14.89,-58.7,SGB
-37.7106174045543,-7.95957922607638,SGB,626.68,977948.75,11.29,-58.85,SGB
-37.7133952038198,-7.95596808530254,SGB,611.93,977950.27,8.36,-60.14,SGB
-37.7136729801786,-7.95124582696062,SGB,600.65,977951.82,6.54,-60.69,SGB
-37.7131174160371,-7.94680134930878,SGB,594.88,977952.16,5.21,-61.37,SGB
-37.7128396316851,-7.9418013116113,SGB,594.88,977951.59,4.76,-61.82,SGB
-37.7542288834591,-7.94041237813231,SGB,578.61,977953.04,1.23,-63.54,SGB
-37.7575622442412,-7.93819013624202,SGB,571.22,977954.24,0.19,-63.74,SGB
-37.7658956470268,-7.93346787138708,SGB,606.04,977945.95,2.77,-65.06,SGB
-37.7700623486595,-7.93152340871986,SGB,595.71,977948.19,1.87,-64.81,SGB
-37.7231174884937,-7.92791230890668,SGB,584.16,977950.42,0.62,-64.76,SGB
-37.777562410482,-7.92652336465003,SGB,574.95,977953.12,0.51,-63.84,SGB
-37.7814513310562,-7.92346778279076,SGB,565.15,977957.79,2.24,-61.02,SGB
-37.7808957667978,-7.91874552514729,SGB,550.66,977961.45,1.55,-60.09,SGB
-37.7806179829112,-7.91430104727862,SGB,533.08,977965.09,-0.13,-59.8,SGB
-37.7828402221383,-7.91124546668761,SGB,527.2,977966.61,-0.35,-59.36,SGB
-37.7420065148645,-7.89291202786656,SGB,567.28,977958.26,4.11,-59.38,SGB
-37.7372842522748,-7.89430093116864,SGB,562.7,977956.92,1.33,-61.65,SGB
-37.7339508918314,-7.89707873267589,SGB,563.14,977955.13,-0.4,-63.43,SGB
-37.7320064339641,-7.9015232124953,SGB,571.81,977953.15,0.19,-63.81,SGB
-37.7303397557866,-7.90541213227062,SGB,589.89,977949.58,2.1,-63.92,SGB
-37.7278397372085,-7.90957883263586,SGB,599.95,977947.83,3.36,-63.79,SGB
-37.7264508399583,-7.91430109180555,SGB,610.31,977946.28,4.89,-63.43,SGB
-37.7245063818687,-7.91846779161425,SGB,627.25,977943.7,7.44,-62.77,SGB
-37.7220063632936,-7.92263449197817,SGB,624.71,977945.11,7.96,-61.96,SGB
-37.7214508064505,-7.92707897065308,SGB,603.79,977949.37,5.65,-61.93,SGB
-37.7181174477032,-7.93180123141487,SGB,588.77,977952.7,4.23,-61.67,SGB
-37.7003395137341,-7.93207902592215,SGB,628.19,977944.17,7.85,-62.46,SGB
-37.7017284121206,-7.92874566618795,SGB,619.7,977945.82,6.98,-62.39,SGB
-37.7039506515948,-7.92596786548544,SGB,625.69,977944.19,7.26,-62.77,SGB
-37.7045062077585,-7.92069004717797,SGB,620.54,977944.44,6.05,-63.41,SGB
-37.7042284236486,-7.91596778936692,SGB,604.47,977947.27,4.04,-63.62,SGB
-37.7042284236486,-7.91596778936692,SGB,604.47,977947.4,4.16,-63.49,SGB
-37.7036728603061,-7.91235665131392,SGB,595.15,977949.08,3.06,-63.56,SGB
-37.7064506594897,-7.90874551052965,SGB,601.42,977948.16,4.16,-63.16,SGB
-37.705061754965,-7.90457881333859,SGB,581.35,977952.12,2.03,-63.04,SGB
-37.7050617511069,-7.8998565552905,SGB,597.21,977948.31,3.23,-63.61,SGB
-37.708117331091,-7.89680097399503,SGB,600.31,977946.64,2.6,-64.6,SGB
-37.7053395268146,-7.89430095728567,SGB,605.49,977945.67,3.29,-64.49,SGB
-37.7047839625746,-7.88957869968533,SGB,591.85,977948.09,1.61,-64.63,SGB
-37.7045061784804,-7.88485644185492,SGB,583.65,977949.07,0.17,-65.16,SGB
-37.729228628103,-7.89707873653885,SGB,567.86,977953.37,-0.69,-64.25,SGB
-37.7247841446152,-7.89707874027425,SGB,568.24,977953.09,-0.86,-64.47,SGB
-37.7197841010928,-7.89763430408052,SGB,582.06,977949.82,0.12,-65.03,SGB
-37.7156173959292,-7.89541206841938,SGB,586.23,977949.24,0.89,-64.73,SGB
-37.6603390679881,-7.81680040500186,SGB,569.44,977954.62,3,-60.73,SGB
-37.657283488962,-7.82096710576757,SGB,592.41,977951.89,7.26,-59.05,SGB
-37.6581168322873,-7.82430046384765,SGB,604.68,977950.06,9.13,-58.55,SGB
-37.6595057345319,-7.82568936208729,SGB,614.26,977948.12,10.12,-58.64,SGB
-37.6578390587774,-7.83263386075219,SGB,633.22,977944.91,12.59,-58.29,SGB
-37.6547834788574,-7.83568944206555,SGB,644.83,977943.33,14.51,-57.66,SGB
-37.6525612374489,-7.8362450035915,SGB,662.64,977940.36,17.03,-57.14,SGB
-37.650894559776,-7.84068948324223,SGB,669.53,977938.64,17.33,-57.61,SGB
-37.6486723211649,-7.84457840351798,SGB,688.25,977935.37,19.74,-57.29,SGB
-37.6461723020845,-7.84818954410662,SGB,707.55,977931.36,21.6,-57.6,SGB
-37.64617230411,-7.85068956311687,SGB,728.56,977926.78,23.44,-58.11,SGB
-37.6389500189114,-7.85152290861673,SGB,729.65,977926.77,23.74,-57.93,SGB
-37.6353388782733,-7.85430071047237,SGB,725.18,977928.8,24.33,-56.84,SGB
-37.6470056524025,-7.86013407864886,SGB,701.37,977932.75,20.79,-57.71,SGB
-37.6467278719321,-7.85985629896282,SGB,690.9,977935.01,19.82,-57.51,SGB
-37.6503390125641,-7.85707849720958,SGB,681.1,977936.34,18.2,-58.04,SGB
-37.6536723732756,-7.85457847549476,SGB,687.27,977935.2,19.02,-57.9,SGB
-37.6586724172814,-7.85457847133288,SGB,643.34,977944.27,14.53,-57.48,SGB
-37.6631168989936,-7.85235622862893,SGB,620.54,977948.47,11.75,-57.7,SGB
-37.6664502607267,-7.85124510637489,SGB,614.39,977949.32,10.73,-58.04,SGB
-37.6706169647685,-7.85207844262497,SGB,604.24,977950.94,9.2,-58.44,SGB
-37.6753392269444,-7.8501339796091,SGB,595.51,977951.89,7.5,-59.15,SGB
-37.6775614659953,-7.84680061906738,SGB,583.89,977954.31,6.42,-58.94,SGB
-37.6822837300694,-7.84707839514433,SGB,590.49,977952.6,6.74,-59.35,SGB
-37.6864504322021,-7.84568949230457,SGB,590.01,977951,5.02,-61.02,SGB
-37.6900615748463,-7.84541170946116,SGB,587.87,977952.48,5.85,-59.95,SGB
-37.66728360529,-7.8559673637936,SGB,623.66,977947.69,11.85,-57.96,SGB
-37.6706169706281,-7.85930071971961,SGB,634.02,977946.04,13.31,-57.66,SGB
-37.6714503148699,-7.86374519731969,SGB,633.72,977945.35,12.42,-58.51,SGB
-37.6739503400287,-7.86763411373806,SGB,612.13,977949.38,9.69,-58.82,SGB
-37.6753392443115,-7.87152303105738,SGB,602.98,977951.07,8.46,-59.03,SGB
-37.6764503692558,-7.87652306814179,SGB,600.72,977951.46,8.04,-59.2,SGB
-37.6750614722036,-7.88152310726057,SGB,603.88,977950.67,8.1,-59.49,SGB
-37.6731170140858,-7.88568980710035,SGB,615.48,977947.74,8.64,-60.25,SGB
-37.670894775951,-7.89013428717633,SGB,615.06,977947.76,8.43,-60.41,SGB
-37.6728392413127,-7.89485654365858,SGB,602.43,977948.97,5.62,-61.81,SGB
-37.6775615030298,-7.89235652081312,SGB,594.56,977950.27,4.56,-61.99,SGB
-37.6820059886779,-7.89485653617055,SGB,586.72,977952.45,4.26,-61.42,SGB
-37.6867282528824,-7.89541209203153,SGB,580.52,977953.77,3.65,-61.33,SGB
-37.6903393943957,-7.8937454098244,SGB,577.47,977953.81,2.78,-61.85,SGB
-37.6936727541779,-7.89013426857885,SGB,569.92,977954.41,1.15,-62.64,SGB
-37.6961727732285,-7.88652312791422,SGB,564,977954.84,-0.16,-63.29,SGB
-37.6997839136068,-7.88346754626205,SGB,560.52,977954.96,-1.04,-63.78,SGB
-37.7020061515089,-7.87874528638626,SGB,564.06,977953.15,-1.65,-64.78,SGB
-37.7067284147963,-7.87818972271543,SGB,554.56,977954.54,-3.17,-65.24,SGB
-37.7056172650312,-7.84263389792019,SGB,557.66,977959.74,3.86,-58.56,SGB
-37.7047839282307,-7.84735615677939,SGB,565.18,977957.25,3.57,-59.69,SGB
-37.7047839318368,-7.85180063494855,SGB,560.24,977956.68,1.37,-61.33,SGB
-37.7028394738412,-7.85624511469676,SGB,578.44,977950.96,1.16,-63.59,SGB
-37.7011727961905,-7.86068959431815,SGB,589.72,977948,1.56,-64.44,SGB
-37.7006172395414,-7.86541185284394,SGB,592.34,977947.09,1.35,-64.95,SGB
-37.7008950233994,-7.86985633087851,SGB,589.91,977947.39,0.79,-65.24,SGB
-37.7025617085034,-7.87457858758792,SGB,579.43,977949.46,-0.49,-65.35,SGB
-37.7100617728936,-7.87263412220619,SGB,551.07,977954.98,-3.67,-65.35,SGB
-37.7131173553698,-7.87263411971535,SGB,549.41,977955.22,-3.94,-65.44,SGB
-37.716450715501,-7.86957853829357,SGB,550.08,977953.58,-5.3,-66.87,SGB
-37.7206174181688,-7.86874519516952,SGB,549.4,977958.62,-0.45,-61.94,SGB
-37.7253396816727,-7.86846741141168,SGB,544.88,977961.26,0.8,-60.18,SGB
-37.7289508233989,-7.86707850902234,SGB,543.04,977962.14,1.15,-59.63,SGB
-37.7328397440104,-7.86402292715181,SGB,540.24,977963.67,1.88,-58.59,SGB
-38.1434000150654,-9.11569860878844,SGB,-9.12,978004.78,17.18,-45.87,SGB
-38.1447889124327,-9.11180968982539,SGB,-9.11,978008.89,14.97,-45.75,SGB
-38.147844492096,-9.10903188858914,SGB,-9.11,978013.63,12.24,-45.75,SGB
-38.1500667272555,-9.10208739074821,SGB,-9.1,978013.39,12.95,-45.3,SGB
-38.1525667468082,-9.09958736989378,SGB,-9.1,978011.52,13.84,-45.39,SGB
-38.1522889617877,-9.09458733319726,SGB,-9.09,978002.05,19.51,-45.16,SGB
-38.1564556628356,-9.09236509061406,SGB,-9.09,977990.81,25.2,-45.59,SGB
-38.1611779268478,-9.09264286588424,SGB,-9.09,977987.77,27.22,-45.41,SGB
-38.16340016563,-9.08958728568858,SGB,-9.09,977979.85,28.45,-47.47,SGB
-38.1664557452911,-9.08680948445553,SGB,-9.09,977977.55,29.72,-47.46,SGB
-38.1684002028742,-9.08264278511026,SGB,-9.08,977984.69,27.19,-46.44,SGB
-38.1717335640991,-9.08125388278159,SGB,-9.08,977989.32,26.08,-45.46,SGB
-38.174789143859,-9.07847608155005,SGB,-9.08,977999.16,22.54,-44.11,SGB
-38.1781225018995,-9.07375382128184,SGB,-9.07,978003.21,20.79,-43.71,SGB
-38.1781224981883,-9.06986490363252,SGB,-9.07,977998.8,22.51,-44.17,SGB
-38.1800669573643,-9.06736488330803,SGB,-9.07,978001.69,21.02,-44.06,SGB
-38.1828447565221,-9.06430930258711,SGB,-9.06,978006.51,19.21,-43.42,SGB
-38.1686779608524,-9.05930927902559,SGB,-9.06,978011.8,16.87,-42.95,SGB
-38.1842336470187,-9.05319810801927,SGB,-9.05,978016.82,16.21,-41.49,SGB
-38.1686779510666,-9.04903142521181,SGB,-9.05,978025.18,12.59,-40.72,SGB
-38.1839558572631,-9.04319803433069,SGB,-9.04,978031,10.01,-40.19,SGB
-38.1839558533004,-9.03903133681382,SGB,-9.04,978036.23,7.15,-40.08,SGB
-38.1834002887016,-9.03458685996441,SGB,-9.03,978041.13,2.11,-41.47,SGB
-38.1842336245618,-9.0295868221919,SGB,-9.03,978046.57,2.15,-39.41,SGB
-38.0989551030017,-9.03458693969778,SGB,-9.03,977972.13,37.13,-44.17,SGB
-38.1008995687931,-9.03903141527771,SGB,-9.04,977968.22,38.1,-45.02,SGB
-38.103121813144,-9.04180921155088,SGB,-9.04,977964.57,39.07,-45.75,SGB
-38.1056218382622,-9.04514256717281,SGB,-9.05,977962.01,40.26,-45.96,SGB
-38.1081218633815,-9.04847592279144,SGB,-9.05,977959.18,41.06,-46.51,SGB
-38.1106218903501,-9.05375373729979,SGB,-9.05,977957.46,41.08,-47.17,SGB
-38.1136774754219,-9.05653153277381,SGB,-9.06,977956.28,41.43,-47.4,SGB
-38.1181219601678,-9.05792042775367,SGB,-9.06,977956.47,41.74,-47.16,SGB
-38.1233997856287,-9.05930932184394,SGB,-9.06,977957.9,41.71,-46.67,SGB
-38.1253442484223,-9.0606982191833,SGB,-9.06,977959.5,41.39,-46.3,SGB
-38.1314554155539,-9.0631982319024,SGB,-9.06,977963.06,40.54,-45.58,SGB
-38.133399881887,-9.06819826705384,SGB,-9.07,977963.86,38.01,-46.95,SGB
-38.1364554676528,-9.07180940197433,SGB,-9.07,977960.23,38,-48.31,SGB
-38.1397888334933,-9.07514275687306,SGB,-9.08,977962.72,36.48,-48.41,SGB
-38.1433999784126,-9.07736499208744,SGB,-9.08,977963.73,35.48,-48.71,SGB
-38.1484000238927,-9.07903166627456,SGB,-9.08,977967.84,33.46,-48.52,SGB
-38.1506222679848,-9.08153168265446,SGB,-9.08,977968.27,33,-48.69,SGB
-38.1553445342856,-9.08430947651496,SGB,-9.08,977968.46,32.86,-48.73,SGB
-38.1581223388543,-9.08680949236273,SGB,-9.09,977967.28,33.33,-48.88,SGB
-38.1625668236888,-9.08819838731277,SGB,-9.09,977971.27,31.78,-48.44,SGB
-38.1520111754429,-9.08819839732893,SGB,-9.09,977973.86,30.93,-48.04,SGB
-38.1709002325122,-9.09069839788146,SGB,-9.09,977969.94,32.41,-48.55,SGB
-38.1747891571327,-9.09236507310649,SGB,-9.09,977970.2,32.64,-48.32,SGB
-38.1792336407984,-9.09264284873817,SGB,-9.09,977968.62,32.81,-48.79,SGB
-38.1831225616961,-9.09042060642293,SGB,-9.09,977974.63,29.56,-48.66,SGB
-43.2583574361111,-17.1428427055556,SGB,892.75,978187.82,-18.13,-118.08,SGB
-43.0412575361111,-17.0937196888889,SGB,606.19,978240.12,-51.78,-119.65,SGB
-43.2362170027778,-17.1422699611111,SGB,891.38,978190.79,-15.56,-115.36,SGB
-43.1664005,-16.6244911916667,SGB,918.16,978162.85,-9.29,-112.09,SGB
-42.9040893777778,-16.9165704861111,SGB,776.04,978195.34,-35.2,-122.09,SGB
-42.9328639527778,-16.370865125,SGB,841.61,978166.11,-17.19,-111.42,SGB
-43.0435683527778,-16.4378581833333,SGB,841.65,978173.52,-13.04,-107.28,SGB
-43.2290812777778,-16.4065099722222,SGB,931.71,978150.79,-6.45,-110.76,SGB
-43.3579854055556,-16.5348076944444,SGB,1024.82,978145.86,11.07,-103.67,SGB
-43.2701974583333,-16.2321654361111,SGB,739.36,978183.79,-24.33,-107.1,SGB
-43.3668749694444,-16.1523507722222,SGB,616.73,978206.97,-35.13,-104.18,SGB
-43.4748925611111,-16.2583039805556,SGB,609.39,978219.86,-29.63,-97.86,SGB
-43.6087156444444,-16.3845663972222,SGB,651.41,978219.83,-22.83,-95.76,SGB
-43.8173340888889,-16.3702098972222,SGB,595.46,978231.9,-27.33,-94,SGB
-43.5003195833333,-16.4758021944444,SGB,646.91,978222.19,-26.32,-98.75,SGB
-43.7910728277778,-17.3518228111111,SGB,872.58,978211.99,-10.86,-108.56,SGB
-44.0045499333333,-16.9846901833333,SGB,953.53,978175.72,-3.48,-110.24,SGB
-43.8640375305556,-16.931104025,SGB,1018.02,978160.25,3.65,-110.33,SGB
-43.8268971944444,-17.0982309166667,SGB,678.72,978235.13,-34.61,-110.6,SGB
-44.0647357305556,-16.5222297972222,SGB,875.12,978181.93,1.56,-96.42,SGB
-43.8689361111111,-16.7101481944444,SGB,625.41,978237.93,-28.79,-98.82,SGB
-43.26158205,-16.9030455583333,SGB,851.62,978191.85,-14.69,-110.04,SGB
-43.9960890277778,-16.3741586944444,SGB,846.66,978181.11,-0.79,-95.59,SGB
-43.4572669277778,-16.8149314972222,SGB,1149.91,978132.81,22.73,-106.02,SGB
-44.2325922305556,-16.4269596472222,SGB,828.17,978184.99,-5.19,-97.92,SGB
-43.6310189611111,-17.0728365138889,SGB,813.22,978202.2,-24.75,-115.79,SGB
-44.0105972111111,-16.2526556972222,SGB,890.56,978169.56,7.11,-92.6,SGB
-44.0056471805556,-16.3758122777778,SGB,849.75,978182.69,1.66,-93.48,SGB
-44.0037062861111,-16.3762669888889,SGB,831.83,978186.07,-0.51,-93.65,SGB
-44.0015467055556,-16.3766726638889,SGB,832.86,978185.82,-0.47,-93.71,SGB
-43.9995863888889,-16.3765856388889,SGB,830.38,978186.15,-0.89,-93.86,SGB
-43.9978517972222,-16.3760120666667,SGB,837.01,978184.5,-0.47,-94.18,SGB
-43.9950544333333,-16.3738564333333,SGB,846.6,978194.37,12.46,-82.32,SGB
-43.9938521555556,-16.3721740722222,SGB,851.22,978178.14,-2.26,-97.56,SGB
-43.9926150638889,-16.370794975,SGB,850.88,978177.49,-2.94,-98.21,SGB
-43.9920236972222,-16.3689178527778,SGB,843.21,978179.52,-3.19,-97.59,SGB
-43.9911567305556,-16.3672872694444,SGB,836.52,978182.16,-2.53,-96.19,SGB
-43.9891051722222,-16.3665059138889,SGB,837.25,978183.35,-1.08,-94.82,SGB
-43.98823465,-16.3648266,SGB,825.77,978186.73,-1.16,-93.62,SGB
-43.9870984305556,-16.3634466666667,SGB,839.74,978183.81,0.3,-93.72,SGB
-43.5288971111111,-17.6383648666667,SGB,898.14,978224.96,-4.82,-105.38,SGB
-43.4188512388889,-17.5660091666667,SGB,639.86,978272.7,-33.03,-104.67,SGB
-43.7008966666667,-17.5570889222222,SGB,1123.53,978171.7,15.7,-110.09,SGB
-43.5797213888889,-17.4131502222222,SGB,831.51,978220.9,-17.78,-110.88,SGB
-43.4710962527778,-15.5659529944444,SGB,517.54,978213.89,-31.02,-88.96,SGB
-43.4752908527778,-15.7704845388889,SGB,578.27,978206.57,-29.19,-93.94,SGB
-43.2353501277778,-15.9458210083333,SGB,606.32,978214.04,-21.38,-89.27,SGB
-43.0111710944444,-15.5631642583333,SGB,514.77,978197.47,-48.17,-105.8,SGB
-43.1443144555556,-15.4304665638889,SGB,501.16,978201.18,-42.5,-98.61,SGB
-43.0773328888889,-15.7155555833333,SGB,550.45,978191.85,-49.91,-111.54,SGB
-43.6252366388889,-15.6457765833333,SGB,495.97,978222.22,-33.08,-88.61,SGB
-43.8064069694444,-15.61445625,SGB,541.58,978216.57,-23.19,-83.83,SGB
-43.8721579805556,-15.7464478722222,SGB,572.36,978216.44,-20.01,-84.1,SGB
-43.7747877527778,-15.8315975361111,SGB,529.81,978225.31,-28.3,-87.62,SGB
-43.7860590555556,-16.1613385,SGB,535.16,978239.08,-28.63,-88.54,SGB
-43.7906980944444,-16.0334470027778,SGB,539.91,978228.21,-31.89,-92.33,SGB
-43.8529278194444,-16.1045485944444,SGB,565.96,978228.58,-26.89,-90.26,SGB
-44.0524764166667,-17.5216821666667,SGB,656.17,978266.95,-31.44,-104.91,SGB
-44.1343824194444,-17.5383070805556,SGB,647.88,978269.19,-32.63,-105.17,SGB
-43.9358956166667,-17.5744957611111,SGB,637.03,978269.98,-37.06,-108.38,SGB
